Standard_Bangla,dialect_speech,English_translation
দেওয়ান মাগির গালে হাগু করতে পারলে জীবনটা ধন্য হত,দেওয়ান মাগির গালে আগি দিলে জীবনগা ধ‌ইন্য অইতো।,
দেওয়ানবাগী ও তাহেরীর গালে জুতা মারো তালে তালে।,দেওয়ানবাগী ও তাহেরীর গালে জুতা মার তালে তালে।,
দেওয়ানবাগী ভন্ডর ফাসি চাই,দেওয়ানবাগী ভন্ডর হাসি চাই।,
দেওয়ানবাগীর মুরিদদের কথা শুনে আমার শরীরের রক্ত খালি টকবক করছে মনে হচ্ছে যদি ক্ষমতা বা এমন কোনো পাউয়ার আমার থাকত তাহলে দেওয়ানবাগী আর তার মুরিদদের গুলি করে মারতাম ?,দেওয়ানবাগীর মুরিদদের কথা হুনী আয়র শরীরের রক্ত খালি টকবক কইরছে মনে হচ্ছে যদি ক্ষমতা বা এমন কোনো পাউয়ার আয়র থাকত তাইলে দেওয়ানবাগী আর তার মুরিদদের গুলি করি মারতাম ?,
দেওয়ানবাগীর পাছায় চড় থাপ্পর ইল্ডা,দেওয়ানবাগীর হোন্দেরতে থাবড় মারন।,
দেওয়ানবাগীকে সরকারি ভাবেও কিছু করা যাবে না।কারন অনেক বড় বড় রাজনীতিবিদ বিজনেস ম্যান দেওয়ানবাগীর পোষা কুকুর,দেওয়ানবাগীরে সরকারি ভাবেও কিছু করন যাইতো নো ।কারন বহুত ব ব রাজনীতিবিদ বিজনেস ম্যান দেওয়ানবাগীর ফোষা কুত্তা।,
দেখতে ডাকাতের মত,দেখতে ডাকাতের লানি।,
দেখা যাক কতগুলা দেওয়ানমাগী ফ্যান ডিসলাইক চোদায়!,দেখা যক কতগুন দেওয়ানমাগীর ফ্যান ডিসলাইক চোদায়!,
দেখেই বোঝা যায় যে কে ভন্ড কে আর আসল ইমাম,দেখেই বুঝা যায় যে কন ভন্ড কন আসল ইমাম।,
দেখা করা যাবে,দেয়া করন যাইবো,
দেখা করা যাবে,দেয়া করন যাইবো,
দেশ,দেশ!,
দেশীয় মুরগী বছরে পঞ্চাশ ৬০টি ডিম দেয়,দেশি মুরগি বছরে ৫০-৬০ গা ডিম দেয়,
দেশে কি জাজের ঠাটা পরছে এই দরনের জাজ বসাইছে কসাই চুইলাটা তো মনে হয় হাপ পেটিস ফালতু,দেশে কি জাজের ঠাটা পরছে এইচ্ছা দরনের জাজ বসাইছে কসাই চুইলাটা তো লাগে হাপ পেটিস ফালতু।,
দেশে বিচার নেই দুই এক দিন এদিক ওদিক করে আবার আগের মত শাসন বা বস্তা চলবে কারন নয়ন বন্ড বাহিনী আওয়ামী ভাবা পনন,দেশে বিচার নাই দু-ওগ্গা দিন এমুই হেমুই করি আবার আগের মতন শাসন ব্যবস্তা চ‌ইলবো কারন নয়ন বন্ড বাহিনী আমিলীগের।,
দেশের এখন মেরুদণ্ড নেই বললেই চলে,দেশের অন মেরুদণ্ড নাই কইলেই চলে।,
দেশের উ শিဴিত হিসেবে গ኉ ছাগলের মত পরিচয় দিলো,দেশের উচ্চশিক্ষিত হিসাবে গরু ছাগলের মতন পরিচয় দিছে,
দেশের উন্নয়নে দুধ বড় করা��,দেশের উন্নয়নে দুধ বড় করা।,
দেশের ক্রিকেট ধ্বংসের পথে।,দেশের ক্রিকেট দংশের হঁতে।,
"দেশের দূর্নাম করতে ছারে নাই,কত ছোট মনের মানুষ","দেশের বদনাম কইরতো ছাড়ে ন‌, কত ছোডো মনের মানস।",
দেশের মানুষ এখন এত বোকা নয় হালার পুত এই বুড়া বয়সে এইসব না কইরা রেলমন্ত্রীর মত আবার বিয়া কর,"দেশের মানুষ ওন এত বোকা না। হালার হুত, এই বুড়া বয়সে এইসব না করি। রেলমন্ত্রীর লানি, আবার বিয়া কর।",
দেখা করতে এসেছিল,দেয়া কইত্তে আইছে,
দেয়ান বগি খানকি পুলারে মারে না কে,দেয়ান বগি খানকিহুতেরে মারে না কা।,
দেয়ান বাগিরে জোতাদিয়া পাটয়,দেয়ান বাগিরে জুতাদিয়া পাটা।,
দুই জনই সমান অপরাধী,দোনোগাই হমান অফরাধী।,
"দো-আচলামী কথা বাদ দিয়ে ১০/১৫ বছর আগে যেখানে ছিলেন, সেখানে ফিরে যান.. আপনি পিছনে ফিরে গেলে জাতি আগে বাড়তে পারবে । কারণ এই জাতির জন্য একজন নির্ভীক, দক্ষ শিক্ষক দরকার, কোন দো-আচলা শিক্ষক নয়.. ��","দোয়াছলামী কতা বাদ দি ১০/১৫ বছর আগে যিয়ানে আছিলেন, হিয়ানে ফিরি যান.. আমনে ফিছনে ফিরি গেলে জাতি আগে বাইড়তো ফাইরবো । কারণ এই জাতির লাই ওগ্গা নির্ভীক, দক্ষ শিক্ষক দরকার, কোনো দো-আছলা শিক্ষক ন।",
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,দ্বিতীয় জনরে হাই নিজেরে খুব ভাগ্যবতী মনে অইতো,
দ্বিতীয় বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী,দ্বিতীয় বিয়াত আই কল্পনার তুন ও বেশি সুখী,
দয়া করে কেউ অশ্লীল ভাষা চোদাবেন না।,দয়া করি কেউ অশ্লীল ভাষা হোন্দাইয়েন না।,
দয়া করে তুমি তোমার পরিবারের পছন্দে বিয়ে করে ফেলো,দয়া করি তুমি তোয়ার হরিবারের হছন্দে বিয়া করি হালাও,
দয়া করে পরামর্শ দিন বিয়ের পরে কি তার পরিবার কোনো সমস্যা করতে পারবে,দয়া করি হরামর্শ দেন বিয়ার হরে কি হেতির হরিবার কোনো সমস্যা কইরতে হাইরবো?,
দয়া করে পরিচয় গোপন রাখবেন,দয়া করি হরিচয় গোপন রাইখবেন,
ধন্যবাদ তাহসিন ভাই খুব সুন্দর ভাবে উপস্থাপন করেছেন �☺,ধইন্যবাদ তাহসিন বাই বহুত বালা ভা।বে উপস্থাফন কইরছেন,
ধন্যবাদ ভাই আপনাকে,ধন্যবাদ ভাই আমনেরে।,
ধন্যবাদ ভাই এরকম একটা ভিডিও বানানোর জন্য,ধন্যবাদ ভাই এইচ্ছা এগ্গা ভিডিও বানানোর লাই।,
ধন্যবাদ ভাইয়া� আপনার কথা গুলো অনেক ভালো লাগলো। অসভ্য মিথিলার জন্য � কুকুর গুলোদের আপমান করলো কমেন্ট বক্সে � তাই কষ্ট পেলাম।,ধন্যবাদ ভাইয়া আপনার কথা গুলো অনেক ভালো লাইগচ্ছে। অসভ্য মিথিলার জন্য  কুকুর গুলোদের আপমান কইচ্ছে কমেন্ট বক্সে  তাই কষ্ট পেলাম।,
দম বন্ধ হয়ে আসে চিৎকার করে কাঁদতে ইচ্ছে করে,ধম ভন্দ হই আসতেছে চিৎকার করে কাদতে ইচ্ছা করে,
ধানখেত পার হতেই একটা বড়ো পুকুর,ধানখেত হার অইতেই ওকগা বড্ডা হুইর,
ধানমন্ডি লেকের কোনায় চটপটি আর ফুচকা খাওয়া নাটক বানানো বাঙাল্ পরিচালক বানাবে মাসুদ রানা!! শুইনা আমার হাগা ধইরে গেল,ধানমন্ডি খালের কোনাত চটপটি আর ফুচকা খাইয়া নাটক বানানো বাঙাল্ পরিচালক বানাইবো মাসুদ রানা!! হুনি আঁর আগা ধরি গেছে।,
ধিরে ধিরে দুর্বল হয়ে পড়লাম তার প্রতি,ধীরে ধীরে দুর্বল অই হইরলাম হেতের হতি,
ধুয়ে দিলেন ভাই। ���,ধুই দিলেন বাই ।,
দুরো সালার পুদ চুপথাক,ধুরো হালারহুত চুপ থাক,
ধোনের কথা বলে,ধোনের কথা কচ্স।,
ধন্যবাদ আপলোডদেয়ার জন্য।,ধ‌ইন্যবাদ আপলোড দেয়ার লাই।,
ধন্যবাদ আপনাকে ভাই সত্যি ঘটনা বননা দিলেন,ধ‌ইন্যবাদ আমনেরে বাই হাসা ঘটনা বর্ননা দিলেন।,
ধন্যবাদতৌকিরআহমেদকেএতসুন্দরএকটাছবিউপহারদেওয়ারজন্য৷বাবুভাইয়েরকথানাবললেইনয়কিন্তুকিবলবভাষাখুজেপাচ্ছিনা৷ সেলিমভাইওঅসাধারনছিল৷,ধ‌ইন্যবাদ তৌকির আহমেদরে এত সুন্দর ইগ্গা ছবি উপহার দেওনের লাই৷ বাবু ভাইর কতা না ক‌ইলেই ন কিন্তু কিয়া কমু ভাষা খুজি হাইয়ের না ৷ সেলিম বাইও অসাধারন আছিলো ৷,
ধন্যবাদ প্রশাসন ভাইদের,ধ‌ইন্যবাদ প্রশাসন বাইগোরে।,
ধন্যবাদ# এডমিন আশা করি এমন ভালো ভালো ভিডিও আপলোড দিবেন,"ধ‌ইন্যবাদ, এডমিন আশা করি এইচ্ছা বালা বালা ভিডিও আফলোড দিবেন। ",
ধন্যবাদ।ভাল।ই।লাগলো,"ধ‌ইন্যবাদ, বালাই লাইগসে ।",
নকল করেও ঠিক করে সিনেমা করতে পারে না নায়কের ওভার একটিঙ আর <br />ভিলেনের ফালতু চিৎকার সিনেমার <br />রুচি নষ্ট করে দিয়েছে,"নকল করিও ঠিক করি সিনেমা ক‌ইরতো হারে না, নায়কের ওভার একটিং আর গুন্ডার ফালতু চিৎকার সিনেমার রুচি নষ্ট করি দিছে। ",
নডি মাগি তুই একটা টাউট,নডি মাগি তুই ইগা টাউট।,
নটির বাচ্চা পাপন সব কিছু করলোমাদার চোদ তুই পদ থেকে সরে যা,নডির বাইচ্ছা পাপইন্না বেক কিছু কইচ্ছে মাদারচোদ। তুই পদ তুন সরি যা,
নটির পোলা রুবেল তরা আসলে ব্যাশা মাগির পোলারা,নডির হুত রুবেল। তোরা আসলে বেইশ্যা মাগীর হুত ।,
নতুন পাগলের আমদানি হোইছে,নতুন হাগলের আমদানি হোইছে।,
নদীর দুপাড়ের মনোরম দৃশ্যে চোখ জুড়িয়ে যায়,নদীর দুই হাসে মনোরম দৃশ্য দেই চোখ জুড়াই যায়,
নবিজিরসাতেকােনােকিছুরতুলনাচলেনা,নবিজির লগে কােনাে কিছুর তুলনা চলেনা।,
নম্বর জার্সি পরা সে হলো একটা কুত্তার বাচ্চা। চামচার বাচ্চা বললে ভুল হবে,নম্বর জার্সি হড়া এতে ওইলো ইগ্গা কুত্তার বাইচ্ছা । চামচার বাইচ্ছা কইলেও ভুল অইবো।,
না করে দিও ছেলে পক্ষকে,না করি দিও হোলারগোরে,
না জেনে কাহাকে খুনি বানানো ঠিক না।এই খুনের সাথে এমপির ছেলে জরিত।,না জানি কাওরে খুনি বানানো ঠিক ন । এই খুনের লগে এমপির হোলা জরিত।,
নাইকা দেসে আরনাই,নাইকা দেশে আর নাই,
নাকা টা জটিল,নাইকাগা জটিল,
নাইচ্চারে বুদার পুলা পাগল হয়ে গেছে মাদার চুদে এই কারনে বাতিজার মুখ বুদার বিতরে গেছে,নাইচ্ছারে হেডালির হুত হাগল ওই গেসে মাদারচোদে হেটারলাই বাতিজার মুখ হেডার বিত্তে গেছে।,
নারিকেল থেকে নারিকেল পানি পাওয়া যায়,নাইরকেলের তুন নাইকেলের হানি হান যায়,
নাউজুবিল্লাহ।কত মানুষ এর পাল্লায় পরে ঈমান হারায়,নাউজুবিল্লাহ।কত মানুষ এগাচের পাল্লায় হরি ঈমান হারায়।,
নাউযুবিল্লাহ কাফেরের বাপ,নাউযুবিল্লাহ কাফেরের বাফ।,
নাছতীক,নাছতীক।,
নাসির একটা মাগির বেটা,নাছির ইগ্গা মাগীরহুত ,
নাসির একটা কারাপ ছেলে হে মাদারি বাছা,"নাছিররা ইগ্গা খারাপ হোলা, হেতে মাদারির বাইচ্ছা",
নাজমুল হাছান পাপনকে আজীবনের জন্য ক্রিকেট বোর্ড থেকে নিষিদ্ধ করা হক যারা যারা লাইক দিয়ে সাথে থাকুন,নাজমুল হাসান ফাফনরে আজীবনের লাই ক্রিকেট বোর্ড তুন নিষিদ্ধ করা অক। লাইক দি লগে থাকেন।,
নাটক টা ধারাবাহিক ???,নাটক গা ধারাবাহিক ?,
"নাটকটি দেখে নাট্যকার ও প্রভার চরিত্র দেখে মনে হলো , দুজনের চরিত্রই নষ্ট্রা","নাটকগা দেখি নাট্যকার আর প্রভার চরিত্র দেখি মনে অইলো , দোনোগার চরিত্রই নষ্ট।",
নাটকটা অনেক ভাল লাগলো,নাটকগা বহুত বালা লাইগলো । ,
নাটকটার কিছু কথা আছেযা আমি যানি না তা জানার খুব ইচ্ছে কিন্তো নাটকটা সত্যি অসাধারনকথা নাইচ,"নাটকগার কিছু কতা আছে যা আঁই জানি না হেটা জানার বহুত ইচ্ছা, কিন্তূ নাটকগা হাসাই অসাধারন কতা নাইচ । ",
নাটের গুরু পাপন,নাটের গুরু ফাফন।,
নানা আমাকে দেখে খুব খুশি হলো,নানা আরে দেই খুব খুশি অইছে,
নানার কঠিন অসুখ হয়েছিল,নানার কঠিন অসুখ অইছিলো,
নানাকে দেখতে গিয়েছিলাম,নানারে চাইতে গেছিলাম,
নামটা অন্য অথে ব্যবহার করছে কিন্তুু নাটক ভালো লাগছে,নামগা অইন্য অর্থে ব্যবহার ক‌ইচ্ছে কিন্তুু নাটক বালা লাইগছে । ,
নারকেল গাছের মাথায় ঠাডা না পড়ে এদের মাথায় কেন পড়ে না,নারকেল গাছের মাথায় ঠাডা না হইরি এদের মাথায় কেন হড়ে না।,
নারী জাতি বড়ইঅদ্ভুদ!! এদের দ্বাড়া সব সম্ভব,নারী জাতি বড়ই অদ্ভুদ! এগুনের দ্বারা বেক সম্ভব । ,
"নারী পুরুষের সমান অধিকার অবশ্যই কাম্য। সবাই পড়াশোনা করবে সবাই স্ব স্ব ক্ষেত্রে ভূমিকা রাখবে। তবে, বর্তমানে আমাদের শিক্ষা ব্যবস্থা খুবই ভঙ্গুর হয়ে পড়ছে। অনেক বড় বড় ডিগ্রি বের হচ্ছে কিন্তু মানুষ বের হচ্ছে না।","নারী পুরুষের হমান অধিকার অবশ্যই কাম্য। বেকে পড়াশোনা ক‌ইরবো বেকেই নিজ নিজ ক্ষেত্রে ভূমিকা রাইখবো। তবে, বর্তমানে আনগোর শিক্ষা ব্যবস্থা খুবই ভঙ্গুর ওই গেছে। বহুত ব ব  ডিগ্রি বার অর কিন্তু মানষ বার অর না।",
নাস্তিক এর বাচ্চা কার সাথে কথা বলতে যায়।� হুজর এর জুতা পরিস্কার এর যোগ্যতা নাই।���,নাস্তিক এর বাইচ্চা কার লগে কতা ক‌ইতো যায়। হুজুরের জুতা ফরিস্কার এর যোগ্যতা নাই।,
নাস্তিক জিন্দাবাদ,নাস্তিক জিন্দাবাদ।,
নাস্তিক তিনটা খেপেছে,নাস্তিক তিনগা খেইফছে।,
নাস্তিক তোদের ফাসি চাই,নাস্তিক তোরগোর ফাঁসি চাই।,
নাস্তিক মাগির পলা গের পাইলে বুঝাই দিতাম,নাস্তিক মাগিরহুতের গোরে হাইলে বুঝাই দিতাম।,
নাস্তিকদেরকে জবাই করতে হবে।,নাস্তিকগোরে জব ক‌ইরতে অইবো।,
নাস্তিকদের যুক্তি খুবই দুর্বল।,নাস্তিকদের যুক্তি মেলা দুর্বল।,
নাস্তিক কে জুতা মার,নাস্তিকরে জুতা মার।,
নাস্তিকের গালে গালে জুতা মারো তালে তালে,"নাস্তিকের গালে গালে ,জুতা মারো তালে তালে।",
নাস্তিক বাচ্চা নাস্তিক রা কেমন করছে কুত্তার মতো ঘেউ ঘেউ করছে,নাস্তিকের বাইচ্চা নাস্তিকগূন কেইক্কা করের  কুত্তার মতন ঘেউ ঘেউ করের।,
নাস্তিকের বাচ্চা নাস্তিক।,নাস্তিকের বাইচ্ছা নাস্তিক।,
নাস্তিক েএরা চোর এরা ইসলাম বোঝে না,নাস্তিকেরা চোর এগুন ইসলাম বুঝে না।,
নায়কটা কেডা,নায়ক ইগা কন ?,
নায়ক মানিক এবং নায়ীকা নিশিতা অভিনিত বালে প্রেম বালের ভালোবাসা মুভিটা অাফলোড দেন,নায়ক মানিক এবং নায়ীকা নিশিতা অভিনিত বালে প্রেম বালের ভালোবাসা মুভিটা অফলোড দেন।,
নায়কের নাম সাহের খান না হয়ে পাদের খান হওয়া উচিৎ ছিল যতসব ফালতু অভিনয়।,নায়কের নাম সাহের খান না হই পাদের খান হওয়া উচিৎ ছিল যতসব ফালতু অভিনয়।,
নায়কের জন্য ছবিটা পুরো দেখার ইচ্ছে হলো না,নায়কের লাই ছবিগা হুরা দেখার ইচ্ছা অইলো না।  ,
নায়িকা ময়ুরীর নাভির মধ্যে একটা মানুষ ঢুকে যেতে পারে।,নায়িকা ময়ুরীর নাভির মধ্যে ইগা মানুষ ঢুকে যাইত হাইরব।,
নায়িকা ভোদার মতো চেহারা,নায়িকা হেডার মতন চেহারা।,
নায়িকার চেয়ে নায়কের দূধ বড় বেশি��������,নায়িকার চেয়ে নায়কের দূধ বড় বেশি।,
নিউজটা ভালো করে স্টাডি করেন আগে সব কিছুর উত্তর পেয়ে যাবেন । আন্তাজে শুধু ভিঊ পাওয়ার জন্য ভিডিও করে নিজের গ্রহণযোগ্যতা হারাবেন না । কেন আজকে ? কারণ তদন্ত করে দোষ প্রমাণিত হলেই শুধু শাস্তি দেয়ার বিধান।,নিউসগা বালা করি স্টাডি করেন আগে বেক কিসুর উত্তর ফাই যাইবেন। আন্দাইজ্জা খালি ভিউ হাইবার লাই ভিডিও করে নিজের যোগ্যতা হারাইবেন না। কিল্লাই আইজ্জা? কারণ তদন্ত করি দোষ ফমান  ওইলেই খালি শাস্তি দিবার বিধান।,
নিচে ওকি বড় বানাইচে��������,নিচে হিতি ব বানাইছে । ,
নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে,নিজ বাড়িত আই হুনি হুরা এলাকাত আঙ্গো নামে খারাপ কথা কইছে,
নিজে অসুখী হয়ে অন্যকে ভালোবেসে সুখী করা যায়না,নিজে অশুকি থাই আরেজ্ঞারে ভালা ভাশন যায় না,
নিজেই নিজের জীবন পরিচালনা করতে পারেন,নিজেই নিজের জীবন হরিচালনা কইরতে হারেন,
নিজেদের নোংড়া চেহারায় এরা যে একদিন দেশের মানুষের সামনে হাজির হবে তাতো জানাই ছিল । ক্ষমতালোভী এবং দুর্নিতীবাজ দালাল । বাম নামের কলংক এরা,নিজেগোর নোংড়া চেয়ারায় এগুন যে একদিন দেশের মাইনষের সামনে হাজির অইবো হেটাতো জানাই আছিল । ক্ষমতালোভী আর দুর্নিতীবাজ দালাল । বাম নামের কলংক এগুন।,
নিজের অপরাধের তদন্ত নিজেই করবে,নিজের অফরাধের তদন্ত নিজেই ক‌ইরবো।,
নিজের দোষ খুঁজে পাওয়া খুব কষ্টকর,নিজের দোষ খুঁজি হাওন খুব কষ্টকর,
নিজের মতন করে বাঁচুন,নিজের মতন করি বাঁচেন,
নিজের পছন্দ বিয়ে করাটা উচিত হয়নি,নিজের হছন্দে বিয়া করাটা উচিত অয়নো,
নিজের পছন্দের বিয়েতে বাবা মাকে রাজি করানো হলো,নিজের হছন্দের বিয়াত বাফ মারে রাজি করানি অইছে,
নিজেকে কখনো বেকার ভাববেন না মনে রাখবেন আপনার শরীরের রক্ত দিয়ে হাজারো মশার সংসার চলে,নিজেরে কোনসুমে বেকার ভাবিয়েন না মনে রাইকবেন আন্নের শরীরের রক্ত দি হাজারো মশার সংসার চলে,
নিজেকে যোগ্য করে গড়ে তুলতে পারেন,নিজেরে যোগ্য করি গড়ি তুইলতে হারেন,
নিজেকে উনি দূর্বল ভেবে এমন করে,নিজেরে হেতনে দূর্বল ভাবি ইগিন করে,
নিন্দা জানাচ্ছি,নিন্দা জানাই,
নিন্দা জানাই,নিন্দা জানাই।,
নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে চাই,নীল আকাশের তলে দি তোয়ার আত ধরি আডি যাইতাম চাই,
নীল নদী আফ্রিকার প্রধান নদীর একটি,নীল নদী আফ্রিকার ফদান নদীর ইজ্ঞা,
নুর ভাই আপনার জন্য ভিপি বা রাজনিতি আসে নাই আপনার মারামির সাহজ নাই আপনাকে কেউ ভয় পায় না,নুর বাই আমনের লাই ভিপি বা রাজনিতি আইয়ে ন আমনের মারামারির সাবাস নাই আমনেরে কেও ভয় ফায় না,
নুরবাই আপনাকে আললা হেবাজত করবেন আপনি সতপতে থাকুন আপনার কোন বয়নাই আললা আপনার সাথে আছে,নুর বাই আমনেরে আল্লাহ হেফাজত ক‌ইরবো আমনে সত ফথে থাকেন আমনের কোনো ভয় নাই আল্লাহ আমনের লগে আছে,
নুর ভাইকে এইভাবে দেখে অনেক খারাপ লাগলো ভাইয়া,নুর বাইরে এইক্কা দেখি বহুত খারাপ লাগলো বাইয়া।,
নুরুল হাসান সোয়ান অফে দিয়ে একটা না মারতে পারলে বার কানে ধরে উঠ বস করমু ।লেগ ছাড়া কোন দিকে খেলতে পারে না ����,নুরুল হাসান সোহান অফে দি ইগ্গা না মাইরতে হাইরলে কানে ধরি উঠ বস করমু। লেগ ছাড়া কোনো দিকে খেলতো হারে না।,
নুসরাত,নুসরাত,
নুস্রাত ও নায়িকা তেলাপোকাও মাছ সানি লিওন ও ভার্জিন,"নুসরাত আর নাইকা, তেইল্লাও মাছ ,সানি লিওন ও ভার্জিন ।  ",
নুসরাত ফাঁদিয়া ।। গন্ধ ছড়িয়েছে আবার,নুসরাত ফাঁদিয়া। গন্ধ ছড়িয়েছে আবার।,
নুসরাত ফারিয়া দারুন করছে,নুসরাত ফারিয়া দারুন ক‌ইচ্ছে । ,
নুসরাত কে আইটেমে কেমন লাগে?,নুসরাতরে আইটেমে কেইচ্ছা লাগে?,
নোসরাতের মাও এভাবে কেঁদেছে নোসরাত ও কেঁদেছে,"নুসরাতের মাও এন্নে কাঁইনছে ,নুসরাত ও কাঁইনছে।",
নো সিন্ডিকেট বস পাপন।,নো সিন্ডিকেট বস ফাফন।,
নোপা মাগির হাসি দেখে মনে হলো যে কতো ছেলের ধন চেটেছে জন্মর দিক নেই নোপা পতিতা,নোপা মাগির হাসি দেখি মনে অইলো যে কত হোলার ধন চাইটছে জন্মের ঠিক নাই নোপা বেইশ্যা।,
নতুন একটি নাটক দেখবেন,নোয়া ইগ্গা নাটক দেইখবেন।,
নতুন কমিটি দেওয়া হোক,নোয়া কমিটি দেয়া অক।,
ন্যায় বিচার সেই দিন হবে যেদিন এদেরকে ফাঁসিতে ঝুলানো হবে।,ন্যায় বিচার হে দিন অইবো যেদিন এগুনরে ফাঁসিতে ঝুলাইবো ।,
নাড়াচাড়া। ����,নড়াচড়া।,
প,প,
পতিতা উপস্তাপিকা �,পতিতা উফস্থাপিকা।,
পদা সেতো আমরো চাইনা,পদ্মা সেতু আন্ডা চাই‌ না,
পপির যৌবন ভরা দেহ,পপির যৌবন ভরা দেহ।,
পভা একটা মাগি,পভা ইগা মাগি।,
পর পর ভিডিও�� এই টা বেষ্ট ছিলো জাজ সালা আর সালি রা কি খেয়ে আসছে কে জানে এর বিচার হোওয়া দরকার,পর পর ভিডিও এইডা বেষ্ট ছিলো জাজ সালা আর সালি রা কি খাই আইছে কে জানে এতের বিচার হোওয়া দরকার।,
পরিচালক এই টা ঠিক আছে,পরিচালক ইগা ঠিক আছে ।,
পরিচালক নাটকের মত পাগল এইটা কি নাটক হলো। সময়র দাম নাই ।তোরা শালা কুকুর।,পরিচালক নাটকের মত পাগল এইডা কি নাটক হলো। সময়র দাম নাই ।তোরা হালা কুকুর।,
"পরিচালকসাহস দেখাতে গিয়ে শেষ পর্যন্ত দেখাতে পারেন নি,,,",পরিচালক সাবাস দেখাইতে যাই শেষ হ‌ইর্যন্ত দেখাইতে হারেন ন ।,
পরিচালোক একটা ছাগোল মসারপ আরেকটা ছাগোল,পরিচালোক ইগা ছাগোল মসারপ আরেকটা ছাগোল।,
পর্ণ স্টার আবার মডেল ও হয়???,পর্ণস্টার আবার মডেল ও অয়?,
পা পোন্দা পুন্দি মাদারের চোদ�,পা হোন্দা হোন্দি মাদারের চোদ,
পাকি শুয়ারের বাচ্চাগুলো পাগল হয়ে গেসে....কমেন্টসে চুল ছিড়তে আইসে...,পাকি শুয়ারের বাইচ্চাগুন ফাগল ওই গেসে....কমেন্টে চুল ছিড়তো আইসে...,
"পাকিস্তান আমলেও অনেক বেশি ধর্ষণ হতো, স্যার জাফর ইকবাল ও ধর্ষণের ফসল।","পাকিস্তান আমলেও বহুত বেশি ধর্ষণ অইতো, স্যার জাফর ইকবাল ও ধর্ষণের ফসল।",
পাক্কা বোকাচোদা,পাক্কা বোকাচোদা,
পাপ বাপকে ছাড়ে না কিন্তু যতই হোক স্বজন তো বুক ফেটে যায়।। কিন্তু কি করা এমন কুলাংগার দুনিয়াতে থাকার চেয়ে না থাকা ভালো যারা এমন করে মানুষ মারতে পারে তারা মানুষ না!!!!,"পাপ বাপকে ছাড়ে না, কিন্তু যতই হোক স্বজন তো বুক ফেটে যায়। কিন্তু কি করা? এমন কুলাঙ্গার দুনিয়াতে থাকার চেয়ে না থাকা ভালা, যারা এমন করে মানুষ মারতে পারে। হেগুণ মানুষ ন।",
পাপন হইলো একটা কুত্তা সুদা,পাপইন্না অইলো ইগ্গা কুত্তা সোদা,
পাপনের বিচি লক,পাপইন্না আন্ডা লক ।.,
পাপন একটা কুত্তার বাচ্চা,পাপইন্না ইগ্গা কুত্তার বাইচ্ছা।,
পাপন একটা জুয়ারি জদি সাকিব কে ভাত দেয়া হয় তাহলে জিবনে কোনো দিন জদি সুজক পাই পাপনেরে দুই টা জুতার বারি দিমু,"পাপইন্না ইগ্গা জুয়াডি, যদি সাকিবরে বাদ দেয়া ওয় তাইলে জীবনে কোনোদিন যদি সুযোগ হাই পাপইন্নারে দু্গা জুতার বাই দিমু।",
পাপন একটা মাদার চোদ শালার পুটকি দিয়া গরম ডিম ঢুকানো দরকার সাকিবের কিরিয়ার নষ্ট করার পাইতারা��,পাপইন্না ইগ্গা মাদারচোদ। হালার হোন্দে দি গরম ডিম ভরি দিবার দরকার সাকিবের ক্যারিয়ার নষ্ট কইরবার পায়তারা।,
পাপন একটা মাদারছুদ।।। কুত্তার বাচ্ছা তর গোস্টি তে সাকিবের মতো একটা প্লেয়ার বের করে দেখাতো।।।।।।। তুই কি জানিস কুত্তার বাচ্চা একটা প্লেয়ার নিজেকে সেট করতে কতোটা পরিশ্রম করতে হয়।।।,পাপইন্না ওগ্গা মাদারচোদ। কুত্তার বাইচ্ছা তোর গুষ্টিরতে সাকিবের নানি ওগ্গা প্লেয়ার বার করি দেখ। তুই জানস নিকি কুত্তার বাইচ্ছা ওগ্গা প্লেয়ার নিজেরে সেট কইরতে কদ্দুরা পরিশ্রম করন লাগে ,
পাপ্ননা হাংকির পুলা বানচুদে কয়েকটা খেলুয়ারের জীবন নস্ট কইরাদিছে,পাপইন্না খানকির হুত বাইনচোদে কোগা খেলোয়াড়ের জীবন শেষ করি দিসে,
পাপন খানকির পোলা সহমত হইলে লাইক দিন,পাপইন্না খানকীরহুত একমত ওইলে লাইক দেন।,
পাপন এ গাজা এবং মদ খায় ।আমি নিজে দেখেছি ও আমার কাছে ভিডিও আছে ! কিন্তু আমি তা পাবলিক করলে আমার ফ্যামেলি সমস্যা করবে বলছে !!!হি ইজ মাদার ফাকার !!,পাপইন্না গাঞ্জা ও মদ খায়। আঁই নিজে দেখসি ও আঁর কাছে ভিডিও আছে। কিন্তু আঁই যদি পাবলিক করি আঁর ফ্যামিলির সমইস্যা কইরবো কইসে। হি ইজ মাদার ফাকার,
পাপন চোর হালা,পাপইন্না চোর হালা,
