Standard_Bangla,dialect_speech,English_translation
"খালেদা জিয়া কে প্রধান এবং তারেক কে ২ নম্বার আসামি করার জোর দাবি জানাচ্ছি।
বিএনপি পুরো দেশটাকে রাজনৈতিক ইসু বানিয়ে নিচ্ছে।",খালেদা জিয়া রে প্রধান এবং তারেক রে ২ নম্বার আসামি করুনের জুর দাবি জানাইতাছি। বিএনপি পুরা দেশটারে রাজনৈতিক ইসু বানায়া নিতাছে।,
খালেদা জিয়াকে এক নাম্বার এবং তারেক রহমানকে দুই নাম্বার আসামি করা হোক।,খালেদা জিয়ারে এক নাম্বার এবং তারেক রহমানরে দুই নাম্বার আসামি করা হোক।,
খালেদা জিয়াকে ও প্রধান আসামি করলে এই দেশের মানুষ মোটে ও অবাক হতো না। কারণ এই দেশে মামলা বলতে প্রতিপক্ষে দমন করা।,খালেদা জিয়ারে ও প্রধান আসামি করলে এই দেশের মানুষ ইট্টুও অবাক অইতো না। কারণ এই দেশে মামলা কইতে প্রতিপক্ষে দমন করা।,
খাই দাড়িওয়ালা দোষ হয় গোফওয়ালার। অপরাধীরা একারনেই ধরা ছোয়ার বাইরে থাকে।,খায় দাড়িওয়ালা দূষ অয় মুছওয়ালার। অপরাধীরা এইলাইগ্গাই ধরা ছুয়ার বাইরে থাহে।,
খুচাইয়া খুচাইয়া রাজনীতি মারায় আর কষে লাথি দিলে হয় জঙ্গি!,"খুঁচাইয়া খুঁচাইয়া রাজনীতি মারলে, একটু বেশি লাথি দাইলেই জঙ্গি বানাইয়া ফালায়!",
খুব কষ্ট হচ্ছে আমারগো সোনা,খুব কষ্ট হইতাছে আমারগো সোনা,
খুব বেশি কিছু বলবো না  কারন আবেগে চোখে পানি চলে আসছে,খুব বেশি কিসু কইতাম না কারন আবেগে চোখে পানি চইলা আইসে,I won't say much because tears are coming from my eyes
"খুব ভাল হয়েছে। মানুষ ভেবেছিল সব সরকার দলের লোক।
এবার জনগণ আসল দোষী দেখতে পেল।",খুব ভাল হইছে। মাইনসে ভাবছিল সব সরকার দলের লুক। এইবার জনগণ আসল দুষী দেখবার পইল।,
"খুব ভালো উদ্দেগ, অসাধু ব্যবসায়ীদের জন্য নিরব প্রতিবাদ।","খুব ভালো উদ্যোগ, অসাধু ব্যবসায়ীগোর লাইগা নীরব প্রতিবাদ।",
খুব ভাল কাজ জেটা সুধু সপ্নেই ভাবা জায় সেটা এখন বাস্তবে রুপ নিয়েছে,"খুব ভালো কাজ—সুধু স্বপ্নে ভাবা যেত, এখন বাস্তবে রূপ নিয়েছে।",
খুব ভালো লাগলো।।আল্লাহ আপনাদের আরো সেবা করার তাওফিক দিক,খুব ভালো লাগলো। আল্লাহ আপনেগোরে আরো সেবা করার তাওফিক দিক।,
খুব ভালো লাগলো অনেক ছটো বেলায় দেখেছি এক কেজি চাল ১০ টাকায় কিনতে আবার যেনো এমন হয় সব জিনিই যেনো এমন দামে হয়ে জায়,"খুব ভালো লাগলো। ছোটবেলায় দেইখছি এক কেজি চাল ১০ টেহায় কিনতে। আবার যেন এমন দিন আইয়, সব জিনিস এমন দামে অইয়া যাক।",
খুব সুন্দর একটি মহৎ উদ্যোগ,খুব সুন্দর একটা মহৎ উদ্যোগ।,
খুব সুন্দর কথা বলেছেন,খুব সুন্দর কথা কইসেন,He spoke very nicely
খুবই চমৎকার আইডিয়া। জাজাকাল্লাহ খাইরান।,খুবই চমৎকার আইডিয়া। জাজাকাল্লাহ খাইরান।,
খুবই ভালো আয়োজন খেটেখাওয়া মানুষের জন্য,খুবই ভালো আয়োজন খাইট্টা-খাওয়া মাইনসের লাইগা।,
"খুবই ভালো উদ্যোগ।
দেখে মনে আলাদা একটা শান্তি পেলাম!
আলহামদুলিল্লাহ।
আমাদের সরকারে কি এতো সুন্দর নিয়ম জানা কোন সচিব বা কামলা নাইক্কা?",খুবই ভালো উদ্যোগ। দেইখ্যা মনডার ভিতর আলাদা শান্তি পাইছি। আলহামদুলিল্লাহ। আমরার সরকারে কি এমন নিয়ম জানা কোনো সচিব-কামলা নাই নাকি?,
খুবই ভালো উদ্যোগ। শায়েস্তা খাঁন সাহেবের কথা মনে হচ্ছে।,খুবই ভালো উদ্যোগ। শায়েস্তা খাঁনের কথা মনে পড়ে।,
"খুবই ভালো, চমৎকার উদ্যোগ, সেলুট জানাই আয়োজকদের","খুবই ভালো, চমৎকার উদ্যোগ। আয়োজকদের সেলুট।",
খুবই মহৎ উদ্যোগ,খুবই মহৎ উদ্যোগ।,
খুবই হৃদয় বিদারক দৃশ্য। কিছুই বলার নাই.,খুবই হৃদয় বিদারক দৃশ্য। কিছুই কউনের নাই,
খুবই বেয়াদব,খুবিই বেদ্দপ,
খুলনা জেলা কি অনেক সুন্দর,খুলনা জেলা কিতা মেলা সুন্দর?,
খুলনার মানুষ তেমন সুন্দর হয় না,খুলনার মানুষ তেমন সুন্দর হয় না,
"খেলা চলছে চলবে, ইনিংস পরিবর্তন এর অপেক্ষায়।পই পই করে হিসাব আদায় করা হবে","খেইল চলতাছে চলবো, ইনিংস বদলানির অপেক্ষায়। পই পই কইরা হিসাব নেওয়া অইবো।",
খেলবি নাকি আমার মেয়ের সাথে,খেলতি নি আমার মাইয়ার লগে,
খেলা করি,খেলা করি,
খেলা তমার কেমন লাগে,খেলা তোমার কিরুম লাগে,
খেলা শুরু মামা....,খেলা শুরু মামা...,
খেলাধুলা কি শেষ নাকি,খেলাধুলা কি শেষ নাকি,
খেলানা বোম সমস্যা নাই,খেলানা বোম সমস্যা নাই,
খেলার মাঠে আজকে অনেক মানুষ ,খেলার মাঠে আইজকে মেলা মানুষ,Many people in the playground today
খেলার মাঠে আমরা রোজ খেলতে যাই,খেলার মাঠে আমরা রোজ খেলতাম যাই,We go to play in the playground every day
খেলায় হারজিত থাকতেই পারে,খেলায় হারজিত থাকতেই পারে,The game may be lost
খেয়াল রাখবেন ভুল করে যাতে যারা মারামারি করছে তারা মামলায় ফেঁসে না যায়।মারামারির সৈনিকদের জন্য শুভকামনা রইল।,খেয়াল রাখবাইন ভুল কইরা যাতে যারা মারামারি করতাছে হেরা মামলায় ফাইসসা না যায়।মারামারির সৈনিকগর লাইগ্গা শুভকামনা রইল।,
খোঁচা মারার মতো কথা আছেই যে আমার দুই বিয়ে,খোঁচা মারার মত কথা আসেই যে আমার দুই বিয়া,I have two marriages
"খোঁজ নাও
ধর্ম অবমাননার মিথ্যা মামলা দিয়ে কতজন মানুষকে ঢুকিয়ে রেখেছে",খোঁজ নাও ধর্ম অবমাননার মিথ্যা মামলা দিয়া কতজন মাইনসেরে ডুকায়া রাখছে ,
"খোদ পুলিশ যখন একজন মেয়েকে টিপ পরার কারণে হুমকি দেয়, গালিগালাজ করে, পুরুষত্ব দেখায় এবং গাড়ি চাপা দিতে চায় তখন বুঝতে হবে কোথায় আছে ম ব্যক্তি স্বাধীনতা।''","খোদ পুলিশ যহন একজন ছেড়িরে টিপ পরার কারণে হুমকি দেয়, গালিগালাজ করে, পুরুষত্ব দেখায় এবং গাড়ি চাপা দিতে চায় তহন বুঝতে হবে কোইনে আছে ম ব্যক্তি স্বাধীনতা।''",
ঘটনা ঘটার পরে জানতাম পুলিশ আসে কিন্তু আমাদের আওয়ামী লীগ আওয়ামী পুলিশ লীগ গুলো কোথায়,গটনা গটার পরে জানতাম পুলিশ আয়ে কিন্তু আমাগর আওয়ামী লীগ আওয়ামী পুলিশ লীগ গুলাইন কই,
"ঘটনা ঘটেছে আঃ লীগের অংগ সংগঠনের নেতারা, পুলিশ মামলা দায়ের করেন বিএনপির নেতৃত্বাধীন","গটনা গটেছে আঃ লীগের অংগ সংগঠনের নেতারা, পুলিশ মামলা দায়ের করেন বিএনপির নেতৃত্বাধীন",
ঘটনার পিছনের ঘটনা উৎক্ষেপণ করতে হবে।,গটনার পিছের ঘটনা উৎক্ষেপণ করুন লাগবো।।,
ঘটনা দিনের আলোর মত পরিষ্কার,গডনা  বেইন্নার আলোর মত পরিষ্কার,
গণিত তোমার কেমন লাগে? ,গণিত তোমার কেমন লাগে?,How do you like math?
গত এক মাস আগে স্ত্রীর সাথে ঝগড়া করে স্বামী দেশে চলে আসে,গত এক মাস আগে বউয়ের সাথে ঝগড়া কইরা জামাই দেশে চইল্লা আসে,"A month ago, the husband came to the country after quarreling with his wife"
গত কাল না খেয়ে রোজা ছিলাম,গত কাল না খায়া রোজা আসিলাম,Yesterday I was fasting without eating
গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,গত ৯ বছরে একটানা ৯ দিনের লাইজ্ঞাও হেরা আমার লগে কথা কয়নাই,They have not spoken to me for 9 consecutive days in the last 9 years
গতকাল একটা ছোট বিষয় নিয়ে বলেন বিয়ের পর ছেলেরা কেমন বদলে যায়,গতকাল একটা ছোট বিষয় নিয়া কইলেন বিয়ার পরে পোলারা কেমন বদলায়া যায়,"Yesterday, on a small matter, how boys change after marriage"
গতকাল রাতে আমাকে বলে দিলো আমি নাকি বেইমান,গতকাল রাতে আমারে কয়া দিলো আমি নাকি বেইমান,Last night he told me that I was dishonest
গরমের দিনে গোসল করা ছাড়া একটি দিনও  টিকা মুশকিল ,গরমের দিনে গোসল করন ছাড়া একটা দিনও টিকা মুশকিল,It is difficult to inoculate even a day without bathing on a hot day
গরমের দিনে তাজা নারিকেল পান করা খুব আনন্দদায়ক,গরমের দিনে তাজা নাইরকেল পান করা মেলা আনন্দদায়ক,Drinking fresh coconut on hot summer days is very pleasant
গরমের দিনে লবণ দিয়ে শশা খেতে খুব ভালো লাগে,গরমের দিনে লবণ দিয়া  শশা খাইতে মেলা ভালা লাগে,
গরমের সময় শশা বেশি পাওয়া যায়,গরমের সময় শশা বেশি পাওয়ন যায়,Cucumber is more available during summer
গরিব ও মেহনতি মানুষের দুঃখ কষ্ট। পাশে দাঁড়ানো রমজান মাসে খুব ভালো লাগলো।,গরিব ও মেহনতি মানুষের দুঃখ কষ্টে পাশে দাঁড়ানো—রমজান মাসে খুব ভালো লাগল।,
গরিবের বাজার কে জানাই হাজার স্যালুট সেই সঙ্গে আন্তরিক শুভেচ্ছা ও অভিনন্দন এইভাবে চালিয়ে যান,"গরিবের বাজারে জানাই হাজার স্যালুট, সেই সঙ্গে আন্তরিক শুভেচ্ছা ও অভিনন্দন। এইভাবে চালাইয়া যান।",
গরুর বাঁধা দরকার নেই,গরু বান্ধুনের দরকার নাই,
"গরুচো,,,,,
আমার সোনার বাংলা
আমি তোমায়,,,,,,,,,,","গরুচো,,,,, আমার সোনার বাংলা আমি তোমায়",
গলা অনেক ভালো,গলা মেলা ভালা,
গল্পের কথা যখনই আসে তখনই আমাদের শিশুদের কথা মনে পড়ে,গল্পের কথা যহনই আসে তহনই আমরার শিশুরার কথা মনে ফড়ে,"Whenever we think of stories, we remember children"
"গাঁজা তো আমি খায় না,, আপনি মনে হয় গাঁজা সেবন করে দেখছেন, তাই সব রঙিন লাগছে","গাঁঞ্জা তো আমি খাই না,, আম্নে মনে অয় গাঁজা সেবন কইরা দেখছুইন, তাই সব রঙিন লাগতাছে",
গাইতে পারবে না,গাইবার পারতা না,
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,গাছগুলার দিকে তাকাইলেই হের কান্দন পায়া যায়,Just looking at the trees brought tears to his eyes
গাজা খাইছেন মনে হয়!,গাঞ্জা খাইছেন মনে হয়!,
গান গাইতে পারবে না,গান গাইবার পারতা না,
গানটা শুনে  চোখে পানি চলে আসলো সত্যি খুব ভালো লাগলো,গানটা হুইন্না চোক্ষে পানি চইল্লা আইলো সত্যি খুব ভালা লাগসে,"Tears came to my eyes after listening to the song, it was really good"
গানটি শুনে আমার অনেক ভালো লেগেছে,গানডা হুইন্না আমার অনেক ভালা লাগসে,I really enjoyed listening to the song
গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে,গানডা হুনলেই পুরান ইতিহাস মনে ফড়ে,Listening to the song reminds me of the old history
গানের গলা অনেক ভালো,গানের গলা মেলা ভালা,
গান্জা খাইছে লাগে,গান্জা খাইছে লাগে,
গার্লফ্রেন্ড নিয়ে শপিং এ আসে টাকা দেয় না! হাইরে ছাত্র কেন কলেজ এর নাম ভেংগে চলস,গার্লফ্রেন্ড নিয়া শপিং এ আয়ে টেহা দেয় না! হাইরে ছাত্র কেন কলেজ এর নাম ভাংগায়া চলস।,
গাড়িটা গতকাল চুরি হয়ে গেছে,গাড়িডা কাইলকা চুরি হইয়া গেসে,
গাডির রঙ লাল,গাড়ির রং লাল,
"গিলতে হলে তো কিনতে হবে, সেই টাকাটা কই?",গিলতে গেলেও তো কিনতে হইবো—টাকা কই?,
"গোয়েন্দারা এত দ্রুত তথ্য পেয়ে গেল?
সাবাস!",গু এন্দা রা অত তাত্তারি তথ্য পায়্যা গেছে? সাবাস!,
"গুড জব,,, অসংখ্য ধন্যবাদ আপনাদের পুরো টিমকে","গুড জব, অসংখ্য ধন্যবাদ আপনাদের পুরো টিমডারে।",
গুন্ডা লীগ ওদের কাছে এটা খেলা তুচ্ছ ঘটনা,গুন্ডা লীগ ওগর কাছে এডা খেইল তুচ্ছ গটনা,
গুম খুন হওয়া বিরোধীদলের নেতাকর্মীদের সন্তানদের বুকফাটা কান্নায় এরকম হৃদয় বিদারক কোন নিউজ দেখিনি!!,"গুম খুন হওয়া বিরোধীদলের নেতাকর্মীরার পুলাপাইন গর বুকফাডা কান্দন, এরুম হৃদয় বিদারক কোন নিউজ দেখলাম না",
গোলাপ কিনে দিয়েছে,গুলাপ কিন্না দিসিন,
চলে গেছে,গেসে গা,
গোবর আর গোমূত্র খেয়ে আলেমদের মুল্যায়ন করা যায় না,গোবর আর গোমূত্র খাইয়া আলেমদরের মূল্যায়ন করা যায় না।,
গোলাপ ফুল দিবো আমি তোমার হাতে,গোলাপ ফুল দিয়াম আমি তোমার হাতে,I will give you roses
গোয়েন্দা তথ্য খুবি শক্তিশালী। ভাইরে এক মাঘে কি শীত যায় রে বাপ্পু।,গোয়েন্দা তথ্য মেলা শক্তিশালী। ভাইরে এক মাঘে কি শীত যায় রে বাপ্পু।,
গ্রাম থেকে শহরে আসার সময় অনেক গুলা জাম্বুরা কিনে আনবা,গ্রাম থাইক্কা শহরে আওনের সময় মেলা জাম্বুরা কিন্না আনবা,"When coming from the village to the city, buy a lot of grapefruit"
গ্রামের থেকে আসা ছেলেটি এখন ঢাকায় পড়াশুনা করছে,গ্রামের থাইক্কা আসা ছেড়াডা এহন ঢাকায় পড়াশুনা করতাসে,
গ্রামের প্রকৃতি অনেক সুন্দর,গ্রামের প্রকৃতি মেলা সুন্দর,The nature of the village is very beautiful
গ্রামের বারি গিয়ে আমি একা একা সাঁতার কেটেছি,গ্রামের বারি গিয়া আমি একলা একলা  সাঁতার  কাটসি,
গ্রামের বাড়ির এই মেয়েটাকে খুব ভালো লেগেছিল,গ্রামের বাড়ির এই মাইয়াডারে  খুব ভালা লাগসিল,
গ্রামের মানুষরা ছেলেটির থেকে দূরে থাকতে চেষ্টা করত,গ্রামের মানুষরা ছেড়াটার থাইকা দূরে থাকনের চেষ্টা করত,
গ্রামের মানুষরা মাটির পাতিলে রান্না করে,গ্রামের মানুষরা মাডির পাতিলে রান্দে,
গ্রামের মানুষরা লাকড়ির চুলা ব্যবহার করে,গ্রামের মানুষরা লাকড়ির চুলা ব্যবহার করে,Villagers use wood stoves
"চরম লজ্জার ব্যাপার ছিল গ্রেপ্তারের ঘটনাটি। যা হোক, তাকে মুক্ত করার জন্য ধন্যবাদ। এখন তাকে এবং তার পরিবারের নিরাপত্তা নিশ্চিত করা সরকারের দায়িত্ব।","গ্রেপ্তারের ঘটনা খুব লজ্জার—যাই হোক, তাকে মুক্ত করার লাইগা ধন্যবাদ। এখন তাকে আর উনার পরিবারের নিরাপত্তা নিশ্চিত করা সরকারের দায়িত্ব।",
"গেরেফতার আর গ্রেফতার, এই শব্দ দুটির মদ্ধে পার্থক্য যেমন, এভিডেন্স টাও সেই রকম","গ্রেফতার আর গেরেফতার—এই শব্দ দুটোর মধ্যেই পার্থক্য, এভিডেন্সতোও সেই রকম।",
ঘটনা আগের জানা ছিল,ঘটনা আগের জানা আছিল,
ঘটনার দুই পক্ষই অজ্ঞ। একপক্ষ ইসলামের বিষয়ে অজ্ঞ। আরেকপক্ষ অপরিপক্ক পোলাপান। এমন দুই পক্ষ যদি একটা উচ্চ লেভেলের বিষয় নিয়ে তর্কে লিপ্ত হয় তাহলে ফলাফল আর কি হতে পারে।,ঘটনার দুই পক্ষই অজ্ঞ। একপক্ষ ইসলামের বিষয়ে অজ্ঞ। আরেকপক্ষ অপরিপক্ক পোলাপান। এমন দুই পক্ষ যদি একটা উচ্চ লেভেলের বিষয় নিয়ে তর্কে লিপ্ত হয় তাইলে ফলাফল আর কি হইতে পারে।,
ঘটনার পিছনের ষড়যন্ত্র কারিদের বিচার করুব।,ঘটনার পিছনের যেই ষড়যন্ত্রকারী—তাদের বিচার করুম।,
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,Light and air cannot enter the room
ঘরের আসবাবপত্র রেখে দেওয়ার জন্য স্টোররুম দরকার,ঘরের আসবাবপত্র রাইক্ষা দেওনের লাইজ্ঞা স্টোররুম দরকার,A storeroom is needed to keep the furniture of the house
ঘরের ফ্লোর পরিষ্কার করতে হবে,ঘরের ফ্লোর পরিষ্কার করতে হইব,The floor of the house should be cleaned
"ঘামে শরীর থেকে যে পানি ও খনিজ লবণ বের হয়ে যায়, তার অনেকটাই পূরণ করতে পারে লাউ","ঘামে শরীর থাইক্কা যে পানি আর খনিজ লবণ বাইর হয়া যায়, তার অনেকটাই পূরণ করতে পারে লাউ",Gourd can fill most of the water and mineral salts that come out of the body through sweat
ঘুরিয়ে ফিরিয়ে বার বার একই ধরনের স্ক্রিপ্ট আর ভাল লাগেনা।,ঘুইরা ফিরা বার বার একই ধরনের স্ক্রিপ্ট আর বালা লাগেনা।,
ঘুম আসে কেন,ঘুম আয় কেরে?,
ঘুম থেকে তাড়াতাড়ি উঠে যাও,ঘুমতে তাত্তাড়ি উইঠ্যা যাও,
ঘুমাও কেন,ঘুমাও কেরে?,
ঘুমিয়ে নাও,ঘুমায়া নেও,
ঘুম থেকে তাড়াতাড়ি উঠে যাও,ঘুমেরতে তাত্তাড়ি উইঠ্যা যাও,
ঘুরতে যাওয়া আমার স্বপ্ন,ঘুরতাম যাইতাম আমার স্বপ্ন,
ঘুরতে অনেক ভালো লাগে,ঘুরতে মেলা ভালা লাগে,
ঘুষখোর...... কি বুঝতে পারে গরিবের কত কষ্ট,ঘুষখোর… কি বুঝবে গরিবের কত কষ্ট।,
ঘুড়ি উড়াই,ঘুড়ি উড়াই,
ঘোলা পানি মাছ শিকার করা দল এই আন্দোলনে ঢুকে গেছে। ছাত্র ও ব্যবসায়ীদের সর্তক হতে হবে।,ঘোলা পানি মাছ শিকার করা দল এই আন্দোলনে ঢুইক্কা গেছে। ছাত্র ও ব্যবসায়ীগর সর্তক হইতে হইব,
ঘড়িতে কয়টা বাজে,ঘড়িডাত কয়ডা বাজে?,
ঘড়িতে কয়টা বাজে? ,ঘড়িতে কয়টা বাজে?,What time is the clock?
চলে যাবে,চইলা যাইবো,
চলে আসবি,চইল্লা আবি,
চক্রান্ত করা মানুষ গুলোর দুই বছরের কারাদণ্ড হওয়া উচিত,চক্রান্ত করা মানুষ গুলোর দুই বছরের কারাদণ্ড হওয়া উচিত।,
চক্রান্তকারীদের শাস্তির আওতায় আনা হোক,চক্রান্তকারীদের শাস্তির আওতায় আনা হোক।,
"চমৎকার উদ্যোগ, মহৎ উদ্দেশ্য। কিছু অসহায়ের মুখের হাসি অন্তত দেখা যাবে,আল্লাহ্ এদের সহায় হন।","চমৎকার উদ্যোগ, মহৎ উদ্দেশ্য। কিছু অসহায়ের মুখে অন্তত হাসি দেখা যাইব। আল্লাহ্ এদের সহায় হন।",
"চমৎকার মন্তব্য!
শুধু এইসবই না, নানা কারণে আওয়ামিলীগ এর প্রতি আওয়ামিলীগ এর সমথর্নকারিরাই বিরক্ত।",চমৎকার কইছুইন! খালি এইতা না নানা কারণে আওয়ামিলীগ এর উপ্রে আওয়ামিলীগ এর সমবর্নকারিরাই বিরক্ত(ক্ষেপা)।,
চমৎকার বটে তবে এটাই স্বাভাবিক!,চমৎকার বটে তবে এডাই স্বাভাবিক!,
চমৎকার কাঞ্চন ভাই ধন্যবাদ আপনাকে,"চমৎকার, কাঞ্চন ভাই—ধন্যবাদ আপনাকে।",
চরম বিনোদন চলছে,চরম বিনোদন চলতাছে,
চল আমরা সবাই গান গাই,চল আমরা বেহেই গান গাই,
চলো একটা বিরতি নেই,চল একটা বিরতি নেই,Let's not have a break
চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো,চল একদিন দেহা করি পুরা শহর রিক্সায় ঘুরবাম,Let's meet one day and go around the city in a rickshaw
চলো ঐতিহাসিক জায়গাইয় ঘুরতে যাব,চল ঐতিহাসিক জায়গাইয় ঘুরতে যায়াম,Let's visit the historical places
চল দুজনে হাত ধরে হারাবো,চল দুইজনে হাত ধইরা হারায়াম,Let's lose hands together
চল নিউমার্কেট যাই শপিং করতে,চল নিউমার্কেট যাই শপিং করবার,
চলো পড়াশুনা করি,চল পড়াশুনা করি,Let's study
চলো বিশ্রাম নেয়া যাক,চল বিশ্রাম নেওয়ন যাক,Let's rest
চলিতেছে সার্কাস,চলতাছে সার্কাস,
চলমান ঘটনা প্রবাহ হতাশাজনক।,চলমান ঘটনা প্রবাহ হতাশাজনক।,
"চলুক আরো বেশি করে আন্দোলন চলুক,","চলুক আরো বেশি কইরা আন্দোলন চলুক,",
চলো একসাথে গান গাই ,চলো একসাথে গান গাই,Let's sing together
চলো একসাথে মাছ ধরি ,চলো একসাথে মাছ ধরি,Let's go fishing together
চলো ঘুড়ি উরাই ,চলো ঘুডডি উরাই,Let's fly a kite
চলো দুজনে মিলে সুখের  পৃথিবী সাজাই ,চলো দুইজনে মিল্লা সুখের দুনিয়া সাজাই,Let's decorate the world of happiness together
চলো পালিয়ে যাই,চলো পলায়া যাই,
চলো সবাই মিলে ঘুরতে যাই,চলো সবাই মিল্লা ঘুরতাম যাই,
চলোনা কিছু না মেনে ভালোবাসি,চলোনা কিচ্ছু না মাইন্না ভালোবাসি,Love without accepting anything
চলোনা দুজনে মিলে ঘুরে আসি,চলোনা দুইজনে মিল্লা ঘুইরা আসি,
চলোনা দুজনে মিলে সাঁতার কাটি,চলোনা দুইজনে মিল্লা হাতার কাটি,
চল্লিশ লক্ষ টাকা যে দোকান থেকে নিয়ে গেল সে দোকানের মালিকের ট্যাক্স ফাইল যাচাই করা হোক,চল্লিশ লক্ষ টাকা যে দোকান থাইক্কা নিয়া গেল হেই দোকানের মালিকের ট্যাক্স ফাইল যাচাই করা হোক,
চল্লিশ লক্ষ টাকা কতগুলো জানোশ বেটা??,চল্লিশ লাক টেহা কত্তডি জানোশ বেডা??,
চল্লিশ লক্ষ টাহা লইয়া গেছে গা।ও এম জিএই ব্যাবসায়িয়র কথা মতে দেশে আর কোন মার্কেট নাই আর কোন কলেজ নাই।কই অন্য কেন নিউ মার্কেটে তো এই কাহিনি হয় না!প্রতিবার এই মার্কেটে কেন?,চল্লিশ লাক টেহা লইয়া গেছে গা।ও এম জিএই ব্যাবসায়িয়র কতা মতে দেশে আর কুনু মার্কেট নাই আর কুনু কলেজ নাই।কই অন্য কুনু নিউ মার্কেটে ত এই কাহিনি অয় না!প্রত্তিবার এই মার্কেটে কে?,
চল্লিশ লাখ টাকা নিয়ে গেছে এটাকি ব্যাংক নাকি,"চল্লিশ লাখ টাকা নিয়ে গেছে, এটা কি ব্যাংক নাকি?",
চললীশ লাখ দাবিদার মনে হয় একটাবাটপার,চল্লিশ লাখ দাবিদার মনে হয় ওয়ে একটাবাটপার,
চা অথবা কফি কোনটা বেশি পছন্দ ?,চা অথবা কফি কোনডা বেশি পসন্দ ?,What do you prefer tea or coffee?
চা খাওয়ার অভ্যাস,চা খাওনের অভ্যাস,
"চাঁদাবাজি করলে ক্ষমতাসীন দলের সোনার ছেলেরাই করেছে,, তার মাশুল পুরা বিশ্ববিদ্যালয়ের ছাত্ররা দিচ্ছে,,","চাঁদাবাজি করলে ক্ষমতাসীন দলের সোনার ছেরারাই করছে, তার মাশুল পুরা বিশ্ববিদ্যালয়ের ছাত্ররা দিতাছে",
চাঁদের মিষ্টি আলো দেখতে আমার খুব ভালো লাগে,চাঁদের মিষ্টি আলো দেখতে আমার মেলা ভালা লাগে,
চাঁদের আলো দেখতে আমার খুব ভালো লাগে,চাঁন্দের আলো দেখতে আমার খুব ভালা লাগে,
চাই না,চাই না,
চারপাশে কত বড়ো বড়ো গাছ!,চাইরপাশে কত বড় বড় গাছ,How many big trees around!
চাকরি করছ,চাকরি করতাসো?,
চাকরি করতে আর ভালো লাগে না,চাকরি করতে আর ভালা লাগে না,I don't like to work anymore
চাকরি করেন,চাকরি করে?,
চাপাবাজি টা একটু কমাও,চাপাবাজি ডা একটু কমাও,Reduce the pressure
চাপাবাজীর একটা লিমিট আছে.. চল্লিশ লাখ টাকা কোন দোকানদার দোকানে রাখে!,চাপাবাজীর একটা লিমিট আছে.. চল্লিশ লাখ টেহা কুন দুহানদার দুহানে রাহে!,
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,চাবি দিয়া তালা খোলার পর বেগ দেখতে পাইব,"After opening the lock with the key, you will see everything"
চারিদিকে কেবল চুর আর চুর,চারিদিকে কেবল চুর আর চুর,
"চারিদিকে শুধু মজার মজার সংবাদ, হাসি আর থামে না।","চারিদিকে খালি মজার মজার খবর, হাসি আর থামে না।",
চালিও যাও ছাত্র সমাজ আমিও আছি তোমাদের সাথে,চালিও যাও ছাত্র সমাজ আমিও আছি তুম্রার লগে,
চালের কেজি তাহলে ৮০ টাকা করা লাগবো,চালের কেজি তখন ৮০ টাকা করা লাগবে।,
চাষাবাদ করে আমি সময় কাটাই,চাষাবাদ কইরা আমি সময় কাটাই,I spend time farming
চিংড়ি মাছ খেতে পছন্দ করি,চিংড়ি মাছডা খাইবার পসন্দ করি,
চিঠি সাধারণত খামে ভরে পাঠানো হয়,চিঠি সাধারণত খামে ভইরা পাঠানো হয়,Letters are usually sent in envelopes
চিনেন না,চিনুইন না,
চিন্তা করছি কিছু একটা করবো,চিন্তা করতাসি কিসু একটা করবাম,
চির অমর হয়ে থাক বিদ্যানন্দ ফাউন্ডেশন ফাউন্ডেশন,চির অমর হউক বিদ্যানন্দ ফাউন্ডেশন।,
চুট্টার দল,চুট্টার দল,
চুতিয়া সাংবাদিক থাকলে কোন দেশ উন্নতি করতে পারবে না কারন তারা তেল মারতে ব্যস্ত কোন এক গোষ্টিকে।যা কখনো নিরপেক্ষতা প্রমান করেনা।,চুতিয়া সাংবাদিক থাকলে কুনু দেশ উন্নতি  পারবার পাইত না কারন তারা তেল মারতে ব্যস্ত কুনু এক গোষ্টিরে যা কহন নিরপেক্ষতা প্রমান করেনা।,
চুপ ছিলাম বুঝাইছি অনেক লাভ হয়নি,চুপ আসিলাম বুঝাইসি মেলা লাভ হয়নাই,"I was silent, but it was not much use"
"চুপ করে থাক ব্যাটা
খুবই খারাপ তোরা",চুপ কইরা থাক ব্যাডা মেলা খারাপ তরা,
চুরি হয়ে গেছে,চুরি হইয়া গেসে,
চুরের বাচ্চা বলে কি,চুরের বাচ্চা কয় কি,
