Chittagong,Noakhali,Sylhet,Mymenshingh,Target,anger,contempt,disgust,enjoyment,fear,sadness,surprise
তর বাপদাদা অলে জিজ্ঞাইস ঢাহা হলেজ অত হারা পড়ে। জবাব পায় যাইবি,তোর বাপদাদারগোরে জিজ্ঞাইস ঢাকা কলেজে কোনগুন হড়ে। জবাব ফাগ যাইবি।,তর বাফদাদারে জিগেস করিস ঢাকা কলেজে কারা ফড়ে।জবাব ফাই লাইবায়,তর বাপদাদাগর জিজ্ঞেস করিস ঢাকা কলেজে কারা পড়ে।জবাব পাইয়া যাইবি,Neutral,1,1,0,0,0,0,0
কিয়োর যোগ্যতা।  হালার বাইচ্চা কুয়ার ব্যাঙ। গর্তত তুনি পেনপেন গরে,কিসয়ের যোগ্যতা। হালার বাইচ্চা কুয়োর ব্যঙ।গর্তে তুন‌ই বকবক করে,কিতার যোগ্যতা। হালার বাইচ্চা কুয়ার  ব্যঙ।গর্তে বইয়াই বকবক করে,কিয়ের যোগ্যতা। শালার বাচ্চা কুয়োর ব্যঙ।গর্ত থাইক্কাই বকবক করে,Neutral,1,1,0,0,0,0,0
"এতোল্লাই ই ত হইলাম,তোরার ভাষা ইয়ান অর প্রমাণ","হেটারলাই ক‌ইলাম!
তোগোর ভাষাই হেটার প্রমান","অতার লাগিই তো কইলাম!
তোরার ভাষাই প্রমান",এইলাইগগাই ত কইলাম তগর ভাষাই তার প্রমান,Neutral,1,1,0,0,0,0,0
বুকত পাডা থাইলি হোনো ঢাহা হলেজ অর ছাত্র অর সামনে হথা গান কইস। হলেজ অর ভিতর পা রাখিবার যোগ্যতা নায়। তোরা আবার ফেসবুক অত ঢাহা হলেজ লই হথা হস,বুকের হাডা থাইকলে কোনো ঢাকা কলেজের ছাত্রর সামনে কতাগা ক‌ইস। কলেজের ভিতর ঠেং রাইখবার যোগ্যতা নাই তোর আবার ফেইসবুকে ঢাকা কলেজ ল‌ই কতা কস।,বুকোরফাটা থাকলে কুনো ঢাকা কলেজোর ছাত্রর সামনে মাত টা মাতিস।কলেজের বিত্রে ফাও রাখার যোগ্যতা নাই তোর আবার ফেইসবুকও ঢাকা কলেজ লইয়্যা মাতোস,বুকেরপাডা থাকলে কুনু ঢাকা কলেজের ছাত্রর সামনে কতাডা কইস।কলেজের ভিত্তে পা রাহুনের যোগ্যতা নাই তোর আবার ফেইসবুকে ঢাকা কলেজ নিয়া কতা কস,Neutral,1,1,0,0,0,0,0
আল্লাহ ইতারারে হেদাত দক,আল্লাহ হেগুনরে হেদায়েত দক।,আল্লাহ তারারে হেদায়েত দেউকা,আল্লাহ টেগোর হেদায়েত দিক,Religious,0,0,0,0,0,1,0
আরা জানি ইতারা দোয়ানদার অল কেন,আন্ডা জানি তোরা দোয়ানদারেরা কেইক্কা।,আমরা জানি তোরা দোকানদারা কিলান।,আমরা জানি তোরা দোকানদারা কেমন।,Neutral,0,0,1,0,0,0,0
"এ সরকার অর তে পদ ছাড়ি দন উচিন,এইল্লাত পরিস্থিতি সামলাইত ন পারের।","এই সরকাররে পদত্যাগ করন উচিত
এইক্কা পরিস্থিতি শামাল দিতো ফারে না।","অও সরকারের পদত্যাগ করা উচিত
ওলান পরিস্থিতি শামাল দিতে ফারে না।",এই সরকাররে পদত্যাগ করা উচিত এরুম পরিস্থিতি শামাল দিবার পারে না।,Political,1,0,1,0,0,0,0
মিছতা হইন্না ইতারে আইনর আওতাত আনন দরহার,মিথ্যাবাদী এতেরে আইনের আওতায় আনন দরকার।,মিসামাত্রা গুন্তরে আইনওর আওতায় আনা দরকার।,মিথ্যাবাদী এরব আইনের আওতায় আনুন দরকার।,Neutral,1,0,0,0,0,0,0
"আই দোয়া গরির,হাছার জয় ইয়ানি আল্লাহ গরিবু",আঁই দোয়া করি সত্যের জয়গাই আল্লাহ ক‌ইরবো।,আমি দোয়া করি হাসার জয় আল্লাহয় কোরাইবা,আমি দুয়া করি সত্যর জয়ডাই আল্লাহ করবো,Religious,0,0,0,0,0,1,0
শিক্ষা হার্যক্রম ভার্সিটি ঢাহার বাদ্দি লই যন উচিত,শিক্ষা কার্যক্রম ভার্সিটি ঢাকা শহরের বাইরে ল‌ই যন অক।,শিক্ষার কার্যক্রম ভার্সিটি ঢাকা শহরের বাইরে লইয়্যা যাওয়া অউক,শিক্ষা কার্যক্রম ভার্সিটি ঢাকা শহরের বাহিরে নিযয়া যাউন হোক,Neutral,0,0,1,0,0,0,0
"ইদ অর আগে এইল্লাত আশা ন গরি। রহমত,মাগফেরাত আর বরহত অর মাস অত যারা এগিন গরের ইতারার বিচার আল্লাহপাক গরিবু","ঈদের আগে এইক্কা আশা করি ন।  রহমত, মাগফেরাত ও বরকতের মাসে যেগুন এইক্কা ক‌ইচ্ছে হেগুনের বিচার আল্লাহপাক ক‌ইরবো।","ঈদর আগে ওলান আশা কোরসিনা। রহমত, মাগফেরাত আর বরকতোর মাসো যারা ওলান করসে তারার বিচার আল্লাহয়ে করবা।


","ঈদের আগে এরুমডা আশা করি নাই। রহমত, মাগফেরাত ও বরকতের এর মাসে যারা এইসব করতাছে তাগর বিচার আল্লাহপাক করবো।",Religious,0,0,0,0,0,1,0
"একজন হর দে ৪০লাখ আরেক জন হর দে ৪৭লাখ, ফাজিল্লামি গরন এ দোয়ান অর তুন ৪০লাখ নিবু গাজাখাইয়া কথা কইলিই অইলু নাকি! মদ অর ব্যবসা গরন নাকি!",একজন কয় ৪০ লাক আরেক জন কয় ৪৭ লাক ফাইজলামি করেন এই দোয়ান তুন ৪০লাক ল‌ইবো গাঁজাখুরি কতা ক‌ইলেই অইলো নিকি! মাদকের ব্যবসা করেন নিকি!,একজনে কয় ৪০ লাখ আরেক জনে কয়  ৪৭ লাখ ফাইজলামি করে! অও দোকান থাকি  ৪০লাখ নিব গাঁজাখুরি মাত মাতলে অইব নি!মাদকের ব্যবসা করুইন না কিতা!,একজন কয় ৪০ লাখ আরেক জন বলে ৪৭ লাখ ফাইজলামি করেন এই দোকান থিকা ৪০লাখ নিব গাঁজাখুরি কতা কইলেই হইল নাকি!মাদকের ব্যবসা করুইন নাকি!,Neutral,1,0,1,0,0,0,0
"বেজ্ঞুন অর তে সহনশীল অন পরিবু হট্টা ছাত্র যেন উচ্ছইদ্দা এন ব্যবসায়ী অলর মধ্যিও, তবে বেশিরভাগ ব্যবসায়ী মাইনষর উদ্দি জুলুম গরে",বেকে সহনশীল অইতে অইবো কিছু ছাত্র যেইক্কা উশৃংখল হেইক্কা ব্যবসায়ীগোর ম‌ইধ্যেও তবে বেশিরভাগ ব্যবসায়ী মাইনষের উপর জুলুম করে।,হক্কোলোর সহনশীল ওইতে ওইব কিসু ছাত্র যেলান উশৃংখল ওলান ব্যবসায়ীর মধ্যেও বেশিরভাগ ব্যবসায়ী মানুষের উফরে জুলুম করে,সবাই সহনশীল হইতে হইব কিছু ছাত্র যেরুম উশৃংখল তেমন ব্যবসায়ীগর মধ্যেও তবে বেশিরভাগ ব্যবসায়ী মাইনসের উপর জুলুম করে,Neutral,0,0,1,0,0,1,0
"মানুষ ইভা পুরা হাছা হথা হর। হারণ ছাত্র থাহা অবস্থাত আরতে এইল্লাত অভিজ্ঞতা অইল। আবার ইয়ান মনে ন গইরজুন যে আই গইরজি,ইতারা গইরজে আরা থিয়ায় থিয়াউ চাই উদা।",লোকগা হুরা হাছা ক‌ইছে। কারন ছাত্র থাকা অবস্থায় আঁর এ অভিজ্ঞতা আছিলো। আবার মনে করিয়েন না আঁই ক‌ইচ্ছি হেগুন ক‌ইচ্ছে আন্ডা দাড়াই দেইখছি মাত্র।,লোকটা ফুরা হাসা  মতের। কারন ছাত্র থাকা অবস্থায় আমারও অও অভিজ্ঞতা আসিল। আবার মনো করুইন না জানি আমি করসি তারা করসে আমরা দাঁড়াইয়া দেখসি  মাত্র।,বেডাডা পুরা হাসা কইছে । কারন ছাত্র থাহা অবস্থায় আমার এ অভিজ্ঞতা আছিন। আবার মনে কইরেন না আমি করছি হেরা করছে আমরা দাড়ায়া দেখছি মাত্র।,Neutral,0,0,1,0,0,1,0
"তোর দাঁড়ি রাহন গান ই ভুল অইয়ি রে,,,রোজা মুখ অত তোরে যে কি ভাষাত ডোজ দিলি শান্তি পাইতাম",তোর দাড়ি রাখাগাই ভুল ছিল রে। রোজা মুখে তোরে যে কি ভাষায় ডোজ দিলে শান্তি ফাইতাম,"তোর দাড়ি রাখাটাই ভুল আসিলরে,,,রোজা মুখে তোরে যে কি ভাষায় ডোজ দিলে শান্তি ফাইতাম ","তর দাড়ি রাহাডাই ভুল আছিন রে,,,রোজা মুহে তরে যে কি ভাষায় ডোজ দিলে শান্তি পাইতাম",Religious,0,0,1,0,0,0,0
"নিউ মার্কেট অর দোয়ানদার উজ্ঞাও ভালা ন,বেশি হারাপ","নিউ মার্কেট দোয়ানদার ওগ্গাও বালা‌ ন খুব খারাপ
কিছু অইলেই খালি ছাত্রগোর দোষ","নিউ মার্কেটোর দোকানদার একটাও  বালা নায় খুব খারাফ, কিসু অইলে খালি  ছাত্রর দোষ",নিউ মার্কেট দোকানদার একজনও ভালা না খুব খারাপ কিছু অইলে খালি ছাত্রগর দোষ,Neutral,1,0,1,0,0,0,0
"নিউ মার্কেট দোয়ানদার অল ব্যবসায়ী ন,বেজ্ঞুন কসাই। মানবতা ছাড়া নির্লজ্জ মস্তান। ইতারার বিচার অন দরহার।","নিউ মার্কেটের দোয়ানদাররা ব্যবসায়ী ন, বেগ্গুন ওগ ওগ্গা কসাই। মানবতা বর্জিত নির্লজ্জ মাস্তান। এগুনের বিচার অইবার দরকার।","নিউ মার্কেটোর দোকানদাররা ব্যবসায়ী নায়, সব এখ এখটা কসাই। মানবতা নাই  বেহায়া মাস্তান। এরার বিচার ওয়া দরকার।","নিউ মার্কেটের দোকানদাররা ব্যবসায়ী নয়, বেহেই এক একজন কসাই। মানবতা বর্জিত নির্লজ্জ মোস্তান। এগর বিচার হওয়া দরকার।",Neutral,1,0,0,0,0,0,0
"বেজ্ঞুনে ধইর্য ধরি ইয়ান অর সুষ্ট সমাধান গরন দরহার,রাগ মাইনষরে ধ্বংস গরে",বেকেই ধৈর্য ধারণ করি এটার সুষ্ঠু সমাধান করা দরকার রাগ মানুষরে ধ্বংস করে,সবওর ধৈর্য ধরা দরকার এর সুষ্ঠু সমাধান করা দরকার গুসা মানুষরে ধ্বংস করিলায়,সবারই ধৈর্য ধারণ করুইন এর সুষ্ঠু সমাধান করা দরকার রাগ মানুষরে ধ্বংস করে,Neutral,1,0,0,0,0,0,0
আজাইরা মিছতা ইন চোখে মুখে বুঝন যায়,আজাইরা মিছা এগুন চোখে মুখে বুঝন যায়।,আজাইরা মিসাগুন্ত চোখমুখ বোঝা যায়।,আজাইরা মিছাকতা ডি চোক্ষে মুহে বুঝা যায়।,Neutral,0,0,1,0,0,0,0
ভাই বেয়াক ব্যববসায়ী বা দোয়ানদার এগিন গরে ইয়ান নয়। তবে নিউ মার্কেট অর বেশিরভাগ দোয়ান্দার অল ই হারাপ আচরণ গরে।,বাই বেক ব্যবসায়ী বা বেক দোয়ানদার এইক্কা করে তা ন। তবে নিউ মার্কেট এর বেশীর ভাগ দোয়ানদার'রাই অ-সুলভ আচরণ করে।,ভাই সব ব্যবসায়ী বা সব দোকানদার ওলান করে তা নায়। কিন্ত নিউ মার্কেটোর বেশীর ভাগ দোকানদারই অ-সুলভ আচরণ করে।,ভাই সব ব্যবসায়ী বা সব দোকানদার এরুম ডা করে তা না। তবে নিউ মার্কেট এর বেশীর ভাগ দোকানদার'রা ই অ-সুলভ আচরণ করে।,Neutral,1,0,0,0,0,1,0
"ছাত্র অক্কল হোনোদিন এইল্লাত ন, অইত পারে হট্টা দলীয় ছাত্র।তবে ব্যবসায়ী অক্কল মিছা হোর।ইতারার হথা বিশ্বাস গরন বোহামি ছাড়া কিছু ন।","ছাত্ররা কোনো‌সমেই এইক্কা ন। অইতে ফারে কিছু দলীয় ছাত্র
তবে ব্যবসায়ীরা মিথ্যাবাদী।
এগুনের কতা বিশ্বাস করন বোকামি ছাড়া কিছু না।।","ছাত্ররা কুনো সময় ওলান নায়, ওইতে  ফারে কিসু দলীয় ছাত্র কিন্তু ব্যবসায়ীরা মিসা মাত্রা। এরার মাত বিশ্বাস করা বোকামি ছাড়া আর কিছু নায়।।",ছাত্ররা কহনোই এরুম না হইবাদ পারে কিছু দলীয় ছাত্র তয় ব্যবসায়ীরা মিথ্যা বাদী। এগর কথা বিশ্বাস করা বুকামি ছাড়া কিছু না।।,Neutral,0,0,1,0,0,0,0
এই হালারে আইনর আওতাত আনা ওক,এই হালারে আইনের আওতাত আনন অক,অও হালারে আইনর আওতায় আনা ওউক,এই সালারে আইনের আওতায় আনা হউক,Neutral,1,0,1,0,0,0,0
"মিছতা যে ইয়ান অর প্রমান কি?আই নিজেও ইতারার বিপক্ষে,, কিন্তু দাদাগিরি গরনর অইভ্যাস ছাত্র অলর আছে,,আর ইয়ান বেয়াক জাগাত ই","মিছা যে হেটার প্রমান কিয়া? আঁই নিজেও এগুনের বিপক্ষে,, কিন্তু দাদাগিরি করার অভ্যাস স্টুডেন্টগোর আছে,,,আর এটা বেক জায়গাতেই","মিসা যে তার প্রমান কিতা?...আমি নিজেও এরার বিফক্ষে,, কিন্তু দাদাগিরি করবার  অভ্যাস স্টুডেন্টর আসে,,,আর ওতা সব জায়গাতই","মিথ্যা যে হের প্রমান কি?...আমি নিজেও এগর বিপক্ষে,, কিন্তু দাদাগিরি করার অভ্যাস স্টুডেন্ট গর আছে,,,আর এডা বেক জায়গাতেই",Neutral,1,0,1,0,0,0,0
"টুপি মাথাত রাখি মিছতা কন কি উচিত?এডে ইভা বেশিরভাগ মিছা অভিযোগ গরের,এডে ইয়ান ই মিন গরির ভাইয়া!","টুফি মাতাত রাখি মিছা অভিযোগ করন উচিত?ইয়ানে হেমিয়া অধিকাংশ অভিযোগ মিছা ক‌ইছে। ইয়ানে এটাই মিন ক‌ইচ্ছি, ভাইয়া !","টুফি মাতাত রাখিয়া মিসা অভিযোগ করা উচিত? ওনো তাইন বেশির ভাগ অভিযোগ মিসা। ওনো ইটাই মিন করসি, বাই !","টুপি মাথাত রাইক্ষা মিথ্যা অভিযোগ করুন লাগে?এইহানে উনি অধিকাংশ অভিযোগ মিথ্যা করছে। এইনে এডাই মিন করছি, ভায়া !",Religious,0,0,1,0,0,0,0
"হারাপ আচরণ অর শুরু গরে মূলত ব্যবসায়ী অক্কলি,যে হোনো অনাহাঙ্কিত ঘটনা সিসি ক্যামরাত তল্লাশি গইরলি নিশ্চিত দোষ ইতারার ঘাড় অত ই পরিবু","খারাপ আাচরনের শুরুগাই করে মুলত ব্যবসায়ীরাই , যে কোনো অনাকাঙ্ক্ষিত ঘটনা সি সি ক্যামেরায় তালাশ ক‌ইরলে নিশ্চিত দোষগা হেগুনের ঘারেই ফ‌ইরবো।","খারাফ আাচরনর শুরুটা করে মুলত ব্যবসায়ী, যে কুনো অনাকাঙ্ক্ষিত ঘটনা সি সি ক্যামেরায় তালাশ করলে নিশ্চিত দোষটা তারার  ঘাড়ই ফড়ব।","খারাপ আাচরনের শুরুডাকরে মুলত ব্যবসায়ীরাই , যে কোনো অনাকাঙ্ক্ষিত ঘটনা সি সি ক্যামেরায় তালাশ করলে নিশ্চিত দোষটা তাগর  ঘারেই পরব ।",Neutral,1,0,0,0,0,0,0
"মিছতা হইতে এক্কান ট্যালেন্ট লাগে,যিয়ান অই ভদ্রমাইনষর মধ্যি নায়","মিছা কতা ক‌ইতে ওগ্গা‌ ট্যালেন্ট লাগে,যা হেই ভদ্রলোকের ম‌ইধ্যে নাই।","মিসা মাতার একটা ট্যালেন্ট লাগে,যা ওই ভদ্রলোকের মাজে  নাই","মিছাকতা  কইতে একটা ট্যালেন্ট লাগে,যা ওই ভদ্রলোকের মধ্যে নাই",Neutral,0,1,0,0,0,0,0
"ব্যবসায়ী মাদারচুদ। হতো যে হারাপ,বিশেষ গড়ি ঢাহার এগুন,হয়তো আরা বেজ্ঞুন হম বেশি ভুক্তভোগীর স্বীকার",ব্যবসায়ী মাদার** কতো খারাপ যে বিশেষ করি ঢাকার এগুন হয়তো আন্ডা বেকেই কম বেশি ভুক্তভোগীর স্বীকার !,!ব্যাবসায়ী মাদার** কতো খারাফ যে বিশেষ করিয়া ঢাকার ইতা আমরা সবে  কম বেশি ভুক্তভোগীর স্বীকার !,!ব্যাবসায়ী মাদার** কতো খারাপ যে বিশেষ কইরা ঢাকার এইডি হয়তো আমরা সবাই কম বেশি ভুক্তভোগীর স্বীকার !,Neutral,1,0,1,0,0,0,0
"নিউমার্কেট অর ব্যবসায়ী হর্মী অলর আচরণ ভালা ন,আর লগেও একবার হারাপ আচরণ গইরজিল হারণ আই ইতার জিনিস অর হোন দামাদামি ন গরি বলে","নিউমার্কেটের ব্যবসায়ী কর্মীগোর আচরণ বালা ন, আঁর লগে ও একবার খারাপ আচরণ ক‌ইচ্ছিল কারন আঁই হের পন্যের কোন দামাদামি করি ন বলি।","নিউমার্কেটোর ব্যবসায়ী কর্মীর আচরণ বালা নায়, আমার লাগে হে একবার খারাফ আচরণ করসিল কারন আমি তার জিনিস কুনো  দামাদামি কোরসি না কইয়্যা।","নিউমার্কেটের ব্যবসায়ী কর্মীগর আচরণ ভালা না, আমার লগে ও একবার খারাপ আচরণ করছিন কারন আমি তার পন্যের কোন দামাদামি করি নাই দেইক্ষা।",Neutral,1,0,1,0,0,0,0
ঢাহা হলেজ অত ভালা মাইনষর পোয়া ন পড়ে,ঢাকা কলেজে তো বালা মাইনষের হোলারা হড়ে না!,ঢাকা কলেজও তো বালা মানুষর ফোরে না!,ঢাকা কলেজে তো ভালোমাইন্সের ছেরারা পড়ে না!,Neutral,1,1,0,0,0,0,0
ব্যবসা ন গরির। মিছতা ন হইর। ঢাহা হলেজ অর ছাত্র অল এইল্লাত ন,"ব্যবসা করিচ্ছান।
মিছা কতা ক‌ইচ্ছান।
ঢাকা কলেজের ছাত্ররা এইক্কা ন।",ব্যবসা কররাম না।মিসা মাত মাতরাম না।ঢাকা কলেজোর ছাত্ররা ওলান না।,"ব্যবসা করিছ না।
মিছা কতা কইস না।
ঢাকা কলেজের ছাত্ররা এরুম না।",Neutral,0,0,1,0,0,0,0
আজিয়া এইল্লাত পরিস্থিতির লাই লেজ ধইরগা ছাত্র রাজনীতি অইন্যতম দাইয়ী। আরা ছাত্র অলরে মানবিক অইবার শিক্ষা দিত ন পাইরলাম। বেশি হষ্ট লার। বেজ্ঞুন ধইর‍য্য ধরন,আইজ এই পরিস্থিতির লাই লেজুড়বৃত্তি ছাত্র-রাজনীতি অন্যতম দায়ী। আন্ডা ছাত্রগোর মানবিক অইতে শিক্ষা দিতে ফাইরলাম না। খুব কষ্ট লাইগলো। বেকেই ধৈর্য ধরেন।,আইজ এই পরিস্থিতির লাগি লেজুড়বৃত্তি ছাত্র-রাজনীতি অন্যতম দায়ী। আমরা ছাত্রের  মানবিক ওয়ার শিক্ষা দিতে ফারলাম না। খুব কষ্ট লাগলো। সবে  ধৈর্য দরুইন।,আইজ এই পরিস্থিতির লাইগগা  লেজুড়বৃত্তি ছাত্র-রাজনীতি অন্যতম দায়ী। আমরা ছাত্রগর মানবিক হইতে শিক্ষা দিতে পারলাম না। খুব কষ্ট লাগল। সবাই ধৈর্য ধরুইন।,Political,1,0,0,0,0,1,0
নিউমার্কেট অর দোয়ানদার অলর ব্যবোয়ার ভালা ন। ইতারার ব্যবহারে ইতারা চোয়ার থাপ্পর হাইবার যোইগ্য,নিউমার্কেটের দোয়ানদারগোর ব্যাবহার বালা‌ন। হেগুনের ব্যাবহারে হেগুন চর থাপ্পড় খাইবার যোইগ্য।,নিউমার্কেটোর দোকানগুন্ত ব্যাবহার বালা নায়। তারার ব্যাবহারে তারা চর থাপ্পড় খাইবার যোগ্য।,নিউমার্কেটের দোকানদারদের ব্যাবহার ভালা না। এগর ব্যাবহারে এরা চর থাপ্পড় খাউনেত যোগ্য।,Neutral,1,0,1,0,0,0,0
অনর মত দুয়া চাইরগোয়া আবাল মার্কেট অত ন গেইলি সমইস্যা নাই। মাল আছে কাস্টমার ও আছে,আমনেরর মতন দু চাইরগা আবাল মার্কেটে না গেলেই সম‌ইস্যা নাই। মাল আছে কাস্টমার ও আছে।,আফনার লাখান দুই চেইয়ারটা আবাল মার্কেটো না গেলে সমস্যা নাই।মাল আসে কাস্টমার ও আসে।,আম্নের মত দু চারটা আবাল মার্কেটে না গেলেই সমস্যা নাই।মাল আছে কাস্টমার ও আছে।,Neutral,0,1,1,0,0,0,0
ট্যায়া থাইলি মার্কেট অর অভাব নাই,টিঁয়া থাইকলে মার্কেটের অভাব নাই,টেখা থাকলে মার্কেটোর অভাব নাই,টেহা থাকলে মার্কেটের অভাব নাই,Neutral,0,1,0,0,0,0,0
বাংলাদেশ অত মার্কেট বন্ধ অইবু? উলটা হলেজ ই বন্ধ গরি দিলু। বাংলাদেশ অর ছাত্র অই আই লজ্জিত,"বাংলাদেশে মার্কেট বন্ধ অইবো?
উল্ডা কলেজই বন্ধ করি দিলো,
বাংলাদেশের ছাত্র অই আঁই লজ্জিত","বাংলাদেশেও মার্কেট বন্ধ ওইব?
উল্টা কলেজই বন্ধ করি দিলো,বাংলাদেশওর ছাত্র ওইয়া আমি লজ্জিত","বাংলাদেশে মার্কেট বন্ধ হইব?
উল্ডা কলেজই বন্ধ কইরা দিলো,
বাংলাদেশের ছাত্র হয়া আমি লজ্জিত",Neutral,0,0,1,0,0,1,0
যিন রটে ইন অর কিছু ত বটেই। যেগিন আরার অগোচর অত,"যেটা রটে হেটা কিছু কিছু কিছু তো বটেই...
যা অনো আনগোর অগোচরে।","যা রটে তার কিছু কিছু তো বটেই...
যা এখনও আমরার অগোচরে","যা রটে তা কিছু কিছু কিছু তো বটেই...
যা এহনো আমারার অগোচরে",Neutral,0,0,1,0,0,0,0
এবেরার ইদ অত নিউমার্কেট গাউছিয়া স ডাগোদির বেয়াক মার্কেট অর তুন কিনা হাডা বর্জন গরক এবং ইদ পইরজন্ত মার্কেট বন্ধ অর জোর দাবি জানাইর,এবারের ঈদে নিউমার্কেট গাউছিয়া সহ আশ পাশের সমস্ত মার্কেট তুন কেনা কাডা বর্জন করা অক আর ঈদ পর্যন্ত মার্কেট বন্ধের জোর দাবি জানাই।,এইবারোর ঈদও নিউমার্কেট গাউছিয়া সহ আশ ফাসোর সব মার্কেট থাকি কিনা কাটা বন্ধ করা ওক।আর  ঈদ পযন্ত মার্কেট বন্ধের জোর দাবি জানাই,এইবারের ঈদে নিউমার্কেট গাউছিয়া সহ আশ পাশের সমস্ত মার্কেট থাইক্কা কেনা কাটা বর্জন করুন দরকার।এবং ঈদ পযন্ত মার্কেট বন্ধের জোর দাবি জানাই,Neutral,1,0,1,0,0,0,0
মানুষ ইভা অবশ্যই মিছতা হর কিছু হথা। তবে ঢাহা হলেজ অর স্টুডেন্ট অক্কলো সাধু ন,"লোকগা অবশ্য মিছা ক‌ইছে কিছু কতা
তবে ঢাকা কলেজের স্টুডেন্টরাও সাধু ন।",বেটা টায়  অবশ্যই মিসা মতের কিসু মাত কিন্তু ঢাকা কলেজোর স্টুডেন্টরাও সাধু নায়।,"বেডাডা অবশ্যই মিছা কতা কইছে  কিছু কতা
তবে ঢাকা কলেজের স্টুডেন্টরাও সাধু না।",Neutral,0,0,1,0,0,0,0
কয় ট্যায়া প মাস অত,কত টিঁয় হও মাসে,কত টেখা ফাও মাসে,কত টেহা পাও মাসে,Neutral,0,1,0,0,0,0,0
"গাঁজা ত আই ন হাই। অনে মনয় গাজা খাই চাইয়ুন,এতোল্লাই বেজ্ঞিন রঙচইংগা লাগের","গাঁজা তো আঁই খাই না,, আমনে মনে অয় গাঁজা সেবন করি দে‌ইখছেন, হেটারলাই বেক রঙিন লাগের।","গাঁজা তো আমি খাই না,, আফনে মনো ওয় গাঁজা খাইয়া দেখসুইন, ওটার লাগি সব রঙিন লাগের","গাঁঞ্জা তো আমি খাই না,, আম্নে মনে অয় গাঁজা সেবন কইরা দেখছুইন, তাই সব রঙিন লাগতাছে",Neutral,0,1,0,0,0,0,0
গাজা হাইয়ুন মনয়,গাঁজা খাইছেন মনে অয়!,গাজা খাইসুইন মনো ওয়,গাঞ্জা খাইছেন মনে হয়!,Neutral,0,1,0,0,0,0,0
"কিছু ছাত্র বিল হম দে,আবার ব্যবসায়ী অলর মুখর ভাষা চামার অর তুনো হারাপ,পুলিশী মনিটরিং জরুরী।  উভয় পক্ষরেই মাইরর উদ্দি ভালা ওষুধ নায়","কিছু ছাত্র বিল কম দেয়, আবার ব্যবসায়ীগোর মুখের ভাষা চামারের তুনও খারাপ,পুলিশী মনিটরিং জরুরী। উভয় পক্ষরেই মাইরের উফ্রে বালা ঔষধ নাই।","কিসু ছাত্র বিল কম দেয়, আবার ব্যবসায়ীদের মুখর বাষা চামারের চাইতে ও  খারাফ, পুলিশর মনিটরিং জরুরী। দুইও ফক্ষকের মাইরের উফরে বালা ঔষধ নাই।","কিছু ছাত্র বিল কম দেয়, আবার ব্যবসায়ীগর মুহের ভাষা চামারের থাইক্কাও খারাপ,পুলিশী মনিটরিং জরুরী। উভয় পক্ষরেই মাইরের উপ্রে ভালা ঔষধ নাই।",Neutral,1,0,0,0,0,0,0
"আহারে বোত বেশি ভালা মানুষ, খুব সীমিত লাভ গরে",আহারে ব বালা মানষ বহুত সীমিত লাভ করে।,আহারে বাক্কা বালা মানুষ খুবই কম  লাব করে,অাহারে বড্ড ভালা মানুষ খুবই সীমিত লাভ করে,Neutral,1,1,0,0,0,0,0
এ ধারাভাইষ্যহার অরে প্রথম আলোত আর ৭১টিভিত নিয়ীগ দন হক সাংবাদিক ইসাবে। বেয়াক হবর ইতারার হাছে আছে।,এই ধারাভাষ্যকাররে প্রথম আলোতে আর ৭১টিভিতে নিয়োগ দন অক সাংবাদিক হিসেবে। যাবতীয় খবর হের কাছে আছে !,অও ধারাভাষ্যকাররে প্রথম আলোত আর ৭১টিভিত নিয়োগ দেওয়া ওউক সাংবাদিক হিসেবে।।সব খবর তার কাসে আসে!!,এই ধারাভাষ্যকাররে প্রথম আলোতে আর ৭১টিভিতে নিয়োগ দেওয়া হউক সাংবাদিক হিসেবে।।যাবতীয় খবর তার কাছে আছে !!,Neutral,1,1,0,0,0,0,0
"ছাত্র অক্কল অন্যায় গরিত পারে,অবিশ্বাস অর কিছু নায়। আবার ব্যবসায়ী অলেও নেয়ায্য দাম অর তুন ৩গুন - ১০গুন দাম বেশি রাহে। দুনো দলের ই বিচার অন উচিত",ছাত্ররা অন্যায় ক‌ইরতে ফারে অবিশ্বাসের কিছু নেই আবার ব্যবসায়ীরাও ন্যায্য মূল্যের তূন ৩ গুন- ১০ গুন দাম বেশী রায়। দু'দলের বিচার অন উচিৎ।,ছাত্ররা অন্যায় করতে ফারে অবিশ্বাসর কিছু নাই আবার ব্যবসায়ীরাও ন্যায্য মূল্যর থাকি  ৩ গুন- ১০ গুন দাম বেশী রাখে। দুই দলর ই বিচার হওয়া উচিৎ।,ছাত্ররা অন্যায় করতে পারে অবিশ্বাসের কিছু নাই আবার ব্যবসায়ীরাও ন্যায্য মূল্যের চেয়ে ৩ গুন- ১০ গুন দাম বেশী রাহে। দু'দলেরই বিচার হওয়া উচিৎ।,Neutral,1,0,1,0,0,0,0
বন্ধু তোর আব্বা ব্যবসায়ী দুর্নীতিবাজ,বন্ধু তোর বাপ ব্যবসায়ী দুর্নীতিবাজ ,বন্ধু তর বাফ ব্যবসায়ী দুনীতিবাজ,বন্ধু তর বাপ ব্যবসায়ী দুনীতিবাজ,Neutral,0,1,0,0,0,0,0
