Standard_Bangla,dialect_speech,English_translation
তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,তর বড় ভাইয়ের লগে আমার বিয়া হওনের কথা চলতাসে,I was supposed to get married to your elder brother
তোর বড় ভাইয়ের সাথে বিয়ে ঠিক হইল,তর বড় ভাইয়ের সাথে বিয়া ঠিক হইল,Marriage with your elder brother is arranged
তোর ভাষা ঠিক থাকলে আমারও ঠিক থাকতো,তর ভাষা ঠিক থাকলে আমারও ঠিক থাকতো,"If your language was correct, mine would have been too."
তোর মার নাম কি,তর মার নাম কিতা ?,What is your mother's name?
তোরা তো ব্যাবসায়ী না কসাই বাচ্চা।,তরা ত ব্যাবসায়ী না কসাই বাচ্চা।,"You are not businessmen, you are butcher's children."
তোগো প্রশংসা করতেছে,তরার প্রশংসা করতাছে,They are praising you.
তোদের মতো অসাধু ব্যবসায়ীদের কুকুরের মতো পিটিয়ে সোজা করা হবে।,তরার মতো অসাধু ব্যবসায়ীগর কুত্তার মতো পিটনায়া সুজা করা অইব,You dishonest businessmen will be beaten like dogs and set straight.
তোরে কইছে? না জাইনা কথা বলা ঠিক না।,তরে কইছে? না জাইন্না কতা কওয়া ঠিক না।,Who told you that? It's not right to speak without knowing (the facts).
তরে দেখলে মনে হয় ডেন্ডি খুর,তরে দেখলে মনে হয় ডেন্ডি খুর,"Seeing you, it feels like I'm looking at Dandy Khur."
তােকে ধন্যবাদ এমন ভালাে একটি বইয়ের খোজ দেওয়ার জন্য,তরে ধন্যবাদ এমন ভালা একটা বইয়ের খোজ দেওনের লাইজ্ঞা,Thanks for finding such a good book
তসলিমা নাসরিন ডাক্তার ছিলেন তুমি কি জানো না মুমিন্স?,তসলিমা নাসরিন ডাক্তার আছিল—তুমি জানো না মুমিনস?,"Don't you know Taslima Nasrin is a doctor, Mumins?"
"তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে","তহন সময়মতো পড়ব, ঘুমাইব, আর খেলব","Then read, sleep, and play on time"
তখন সে অনেক খারাপ আচরন করে,তহন হেয় মেলা খারাপ আচরন করে,Then he behaves very badly
তখনকার সময় মেয়েদের জন্যে এটি অনেক বয়স,তহনকার সময় মাইয়ারার লাইজ্ঞা এইডা অনেক বয়স,It was a very old age for girls at that time
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,তহনো মাইয়ারা আঁচল টাইন্না ঘোমটা দিত,"At that time, girls used to wear veils"
তা অবশ্য ঠিক কিন্তু ছাত্র রা যে ভাবে তাদের কে শায়েস্তা করে এগুলা তো মানা যায়না,তা অবশ্য ঠিক কিন্তু ছাত্র রা যে ভাবে তাগ-রে শায়েস্তা করে এইডি তো মানন যায়না,"That is correct, but the way the students are being treated is unacceptable."
"তা আগেই জানতাম, এরা আসামি হবে","তা আগেই জানতাম, এরা আসামি অইব","I knew that already, they would be the accused."
", তা আপনি বলদ না গবাদি??",তা তুমি বলদ না গবাদি?,"Are you an ox or just livestock? (This is a rhetorical, somewhat insulting question implying someone is stubborn or unintelligent.)"
তাঁকে হাসপাতালে নেওয়া হয়েছিল,তাঁরে হাসপাতালে নেওয়ন হইসিল,He was taken to hospital
তাই আমি তাকে লুকিয়ে বিয়ে করতে চাই,তাই আমি তারে লুকায়া বিয়া করতাম চাই,So I want to marry her secretly
তাই তখন সে কারও সাথে কথা বলত না,তাই তহন হেয় কারও লগে কথা কইত না,So then he didn't talk to anyone
তাই নাকি চালিয়ে যাও দোস্ত,তাই নাকি চালায়া যাও দোস্ত,"So, you're going to keep going, friend?"
তাই সম্পর্কটা বেশ ভালই ছিল,তাই সম্পর্কটা বেশ ভালাই আসিল,So the relationship was pretty good
তাইতো আমি বন্ধু তোমায় এতো ভালবাসি,তাইতো আমি বন্ধু তোমারে এত ভালবাসি,That's why I love you so much my friend
তাহলে আপনি কি ঐ দলের???,তাইলে আম্নে কি হেই দলের???,"So, are you with that team???"
তার মানে এই ঘটনা পূর্ব পরিকল্পিত ভাবে সরকার দলীয় লোকই করাইছে যাতে করে বিএনপির লোকদের ফাঁসাতে পারে,তাইলে এই গটনা পূর্ব পরিকল্পিত ভাবে সরকার দলীয় লোকই করাইছে যাতে কইরা বিএনপির লোকগরে ফাঁসাতে পারে,That means this incident was deliberately planned by government supporters in order to frame the people of the BNP.
তাহলে এবার আমরা নিরপেক্ষ বিচার দেখতে পাব ।আর এটা খুব দ্রুত হবে।,তাইলে এইবার আমরা নিরপেক্ষ বিচার দেখবার পাইয়াম।আর এডা মেলা তাত্তারি হইবো ।,So now we will see a fair judgment. And it will happen very quickly.
তাহলে তোমাদের শপিংয়ের কি হবে?,তাইলে তুমগর শপিংয়ের কি হইব?,"So, what will happen to your shopping?"
তাহলে তার সাথে আলাদা হয়ে যাব,তাইলে হের লগে আলাদা হয়া যায়াম,Then I will break up with him
তাও মার অভিযোগ ও কিছু আনে না,তাও আম্মার অভিযোগ হেয় কিসু আনে না,Even the beating does not bring complaints and anything
তাদের কথায় মনে হচ্ছে সব ছাত্ররা মার্কেটে মাস্তানি করতে যায়। তাদের আর খেয়েদেয়ে কাজ নাই।,তাগর কতায় মনে অইতাছে বেক ছাত্ররা মার্কেটে মাস্তানি করবার যায়। তাগর আর খায়াদায়া কাম নাই।,It seems like all the students go to cause trouble at the market. They have nothing else to do but eat and roam around.
"তাদের দয়াতে আমরা বেচে আছি, দয়া না করলে তো এই অল্প বেতনে আরো আগে মরে যেতাম।",তাগো দয়াতেই আমরা বাঁচি—দয়া না করলে এই অল্প বেতনে অনেক আগেই মরতাম।,"We are alive thanks to their kindness; if they hadn't been kind, we would have died long ago with such a low salary."
তাছাড়া আরেকটা কারণও আছে,তাছাড়া আরেকটা কারণও আসে,There is also another reason
তাদের আবার টাকাদিয়ে দেখতে যেতে হবেনে।এত দরকার কি ফ্রীতে তাদের দেখাযাক।,তাদের আবার টাকা দিয়া দেখতে যাইতে হইব নাকি? এত দরকার কি? ফ্রি’তেই দেখাক!,"We will have to go see them again, paying them a visit. What's the big hurry to see them for free?"
তাদের একটি বাচ্চা আছে পাঁচ বছরের,তাদের একটা বাচ্চা আসে পাঁচ বছরের,They have a five-year-old child.
তাদের দুজনের বিয়ে হওয়ার কথা ছিল,তাদের দুইজনের বিয়া হওয়ার কথা আসিল,They were supposed to get married
তাদেরও মুক্তি পাওয়া জরুরী।,তাদেরও মুক্তি পাওয়া জরুরি।,They also need to be freed urgently.
তার কাছে সব দেশের টাকা আছে,তার কাসে বেগ দেশের টেহা আসে,He has money from all countries
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,তার কি একটুও মনে পড়ে না আগের দিনের কথা?,Does he not remember the previous day?
তার ঠিক পাশেই একটা ফলের দোকান,তার ঠিক পাশেই একটা ফলের দোকান,There is a fruit shop right next to it
"তার ঠিক পেছনেই সাংবাদিক হাইলাইট ক,,,,,,","তার ঠিক পিছনেই সাংবাদিক হাইলাইট ক,,,,,,","Right behind him was journalist Highlight K,,,,,"
তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে,তার ফাশে থাকা পুতুলগুলা হেই ছেড়ির সাথে খেলতে আসে,The dolls next to her come to play with the girl
তাঁর বই পরতে একদমই ভাল লাগে না,তার বই পড়তে এক্কেরেই ভালালাগেনা,I don't like wearing his book at all
তাের বইটা কি আমাকে দিতে পারিস?,তার বইডা কি আমারে দিতে পারস?,Can you give me his book?
তার বাবা বিয়ে করেছে সেখানে বছরে একবার যাওয়া হয়,তার বাপ বিয়া করসে অইহানে বছরে একবার যাওয়া হয়,His father got married and went there once a year
তার মানে হলো এই ঝামেলা ইচ্ছা করে বাধানো হয়েছে যাতে করে বি এন পি কে আসামি করা যায়,তার মানে অইলো এই ঝামেলা ইচ্ছা কইরা বাধানি হইছে যাতে কইরা বি এন পি রে আসামি করুন যায়।,That means this problem was intentionally created so that BNP can be implicated as the accused.
তার সন্মানটা ফেরাতে পারবে কি সরকার...?পারবে কি এই নোংরা মানসিকতার আরালে কে আছে তাদের বিচারের আওতায় আনতে? সন্দেহ.......,তার সন্মানটা ফেরাইতে পারবো কি সরকার...? পারবো কি এই নোংরা মানসিকতার আরালে কেডা আছে তাদের বিচারের আওতায় আনতে? সন্দেহ.......,Will the government be able to restore his honor...? Will they be able to bring those behind this vile mentality to justice? Doubtful.......
তার সর্বচ্চ শাস্তি তিন মাসের ফাঁসির আবেদন রইলো,তার সর্বচ্চ শাস্তি তিন মাসের ফাঁসির আবেদন রইলো,The maximum punishment requested remains three months of imprisonment.
তারপর আমি আবার ভুল করছিলাম,তারপর আমি আবার ভুল করসিলাম,Then I was wrong again
তারপর একের পর এক অশান্তি বাড়তে থাকে,তারপর একের পর এক অশান্তি বাড়তে থাহে,Then one after another the disturbance started to increase
তারপর থেকেই মেয়ের আচরনে পরিবর্তন দেখা যায়,তারপর থাইক্কাই মাইয়ার আচরনে পরিবর্তন দেহা যায়,Since then the girl's behavior has changed
তারমানে সরকার এখন বলতে চান বিএনপি'র কথায় ঢাকা কলেজে গুলি ছুঁড়েছেন পুলিশ কর্মকর্তারা,তারমানে সরকার এহন কইতে চায় বিএনপি'র কতায় ঢাকা কলেজে গুলি মারছে পুলিশ কর্মকর্তারা,That means the government now wants to say that police officers fired shots at Dhaka College at the behest of the BNP.
তারা আমাকে পছন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,তারা আমারে পসন্দ করত চাইত আমাদের সম্পর্ক আবার জোড়া লাগুক,They liked me and wanted us to reconnect
তারা আমাকে অনেক অপমান করছে,তারা আমারে মেলা অপমান করসে,They insult me a lot
তারা বলে আমরা আমাদের বউ কে কত মারি কোন দিন মুখ দিয়ে কথা বের করে না,তারা কয় আমরা আমরার বউ রে কত মারি কোন দিন মুখ দিয়া কথা বাইর করে না,"They say how much we beat our wives, they never speak out"
তারা তিন ভাই ছিল কিন্তু তাদের মা ছিলনা,তারা তিন ভাই আসিন কিন্তু তারার মা আসিননা,"There were three brothers, but they had no mother."
তাদের প্রেম করে বিয়ে হয়েছিল,তারা প্রেম কইরা বিয়া হইসিল,They got married because they loved each other.
তারা যে কাজ করচে তা টিক হয় নাই,তারা যে কাজ করচে তা টিক হয় নাই।,The work they are doing is not being done correctly.
তাদের অনুমতির অপেক্ষা করতে হচ্ছে,তারার অনুমতির অপেক্ষা করতে হইতাসে,They have to wait for permission
তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,তারার ঘরের কামের মানুষ হিসাবে রাখতে চাইসিল,Wanted to keep them as domestic workers
তাদের চার বছরের একটি মেয়ে বাচ্চা আছে,তারার চাইর বছরের একটা মাইয়া আবু আসে,They have a four-year-old daughter
তাঁদের প্রতিদিন একসাথে খেলা করতে পছন্দ ছিল,তারার প্রত্যেকদিন একসাথে খেলা করতে পসন্দ আসিল,They loved to play together every day
তাদের সঙ্গে আমি সব সময় আনন্দে ভরে থাকি,তারার সাথে আমি বেগ সময় আনন্দে ভইরা থাকি,I am always filled with joy with them.
তাকে আমি বলে নিছিলাম যে আমার তোমাকে বিশ্বাস করতে সময় লাগবে,তারে আমি কয়া নিসিলাম যে আমার তোমারে বিশ্বাস করতে সময় লাগব,I told him that I will take time to trust you
তাকে এখন #নাসায় পাঠানো হোক। এত বড় মাপের বিজ্ঞানীকে দেশে রাখা ঠিক হবে না।,তারে এখন #নাসায়  পাঠানো হউক। এত্ত বড় বিজ্ঞানী দেশে রাখা ঠিক না।,He should be sent to #NASA now. It is not right to keep a scientist of this magnitude in the country.
তাকে কাজল দিলে অনেক ভালো লাগে,তারে কাজল দিলে মেলা ভালা লাগে,It is very nice to give her Kajol
তাকে ছাড়া আমি হয়তো বাচঁতে পারবো না,তারে ছাড়া আমি হয়তো বাচঁতে পারতাম না,I may not survive without him
তাকে দেখার মত তেমন কেউ নেই,তারে দেহার মত তেমন কেউ নাই,There is no one to watch him
তাকে নিয়ে আমার অভিযোগ এর কোন জায়গা নেই,তারে নিয়া আমার অভিযোগ এর কোন জায়গা নাই,My complaint about him has no place
তাকে নিয়ে আমি আমার গ্রামের বাড়িতে ঘুরতে যেতে চাই,তারে নিয়া আমি আমার গ্রামের বাড়ি ঘুরতে যাইতে চাই,I want to take him/her to visit my village home.
তাকে বিজ্ঞানের ৩ বিষয়েই ত্রিপল নোবেল দেয়া হোক!,তারে বিজ্ঞানের তিনটা বিষয়ে ট্রিপল নোবেল দেওয়া হউক!,He deserves a triple Nobel Prize in the three sciences!
তাকেই ভালোবাসি আমি তাকে ছাড়তে চাই না,তারেই ভালোবাসি আমি তারে ছাড়তে চাই না,"I love him, I don't want to leave him"
তারেক রহমান ও খালেদা জিয়াকে ১-২ নাম্বার আসামি না দেওয়ায় এর তীব্র নিন্দা প্রতিবাদ জানাচ্ছি,তারেক রহমান ও খালেদা জিয়ারে ১-২ নাম্বার আসামি না দেওয়ায় এর তীব্র নিন্দা প্রতিবাদ জানাইতাছি,We strongly condemn and protest the failure to name Tareq Rahman and Khaleda Zia as the 1st and 2nd accused.
তারেক রহমান কে প্রধান আসামি করার জন্য জোর দাবি জানাচ্ছি,তারেক রহমান রে প্রধান আসামি করুনের লাইগ্গা জোর দাবি জানাইতাছি,I strongly demand that Tareq Rahman be named as the prime suspect.
তারেক রহমানকে আসামী করলেই তো হয়!!,তারেক রহমানরে আসামী করলেই-ত অয়।,"Just arrest Tareque Rahman, that's all!!"
তারেক রহমানকে দেখা যায় নাই,তারেক রহমানরে দেহা যায় নাই।,Tareq Rahman could not be found.
আপনি তাহলে কোর্টের ফসল,তাহলে আপনি কোর্টের ফলস?,"So, you are the court's harvest."
"তাহলে ওনার নামে মামলা হতো না। যেমন জাফরিককবাল স্যার। ওনি কে মামলা দেওয়াবহয় না। হুমায়ুন আজাদ,",তাহলে উনার নামে মামলা হইত না। যেমন জাফর ইকবাল স্যার—ওনারে তো মামলা দেয় না। হুমায়ুন আজাদও তাই।,"Then a case wouldn't have been filed against him. Like Jafrick Iqbal Sir. No case was ever filed against him. Humayun Azad,"
তােমার বাসায় বিদ্যুৎ থাকতে পারে তাই এদিকে চলে এলাম,তােমার বাসায় বিদ্যুৎ থাকতে পারে তাই এদিকে চইল্লা আইলাম,Your house may have electricity so I came here
তিনি উঠে দাঁড়ালেন,তিনি উইঠঠা খাড়াইলেন,He stood up
তিনি কি বাংলাদেশের ইমরান হতে পারবেন?,তিনি কি বাংলাদেশের ইমরান হইতে পারব?,Can he be the Imran of Bangladesh?
তিনি দাঁড়ালেন,তিনি দাড়াইলেন,He stood up.
তিনি দাঁড়ালেন না,তিনি দাড়াইলেন না,He did not stand up.
তিনি রেগে গেছিলেন,তিনি রাইজ্ঞা গেসিলেন,He was angry
তিনি হিসেব মেলাতে পারছেন না,তিনি হিসাব মিলাইতে পারতাসেন না,He is unable to calculate
তিশার জন্য সিন্দুক খোলা হলো,তিশার লাইজ্ঞা সিন্দুক খোলা হইলো,The ark was opened for Tisha
তুই আজকে স্কুলে গিয়েছিলি,তুই আইজকা ইশকুলো গেসিলি?,Did you go to school today?
তুই আগে ভালো ভাবে শিক্ষিত হগা জা তার পরে আমারে শিক্ষাইতে আসিস।,"তুই আগে ঠিকমত পড়–লিখা শিখ, তহন আমাক শিখাইতে আসিস।","You should get properly educated first, then come and teach me."
তুই আমার পাশে থাকতে চাস ?,তুই আমার লগে থাকতে চাস ?,Do you want to be by my side?
তুই আমার সঙ্গে একটি গান গাইতে  পারবি?,তুই আমার সাথে একটা গান গাইতে পারবি?,can you sing a song with me
তুই এখান থেকে যা,তুই এইহান থাইক্কা যা,Get out of here.
তুই কি আর পড়ালেখা করবি নাহ ?,তুই কি আর পড়ালেহা করতি নাহ?,Will you study again?
তুই কি পড়ালেখা ছেড়ে দিতে চাস ?,তুই কি পড়ালেহা ছাইরা দিতে চাস?,Do you want to quit studying?
তুই তো ভাই কনফার্ম জান্নাতি,তুই তো ভাই কনফার্ম জান্নাতি,"You are definitely going to heaven, brother."
তুই বেছে আছিস ভাই,তুই বাইচ্চা আছস ভাই,"You've made your choice, brother."
তুই বাচলি কেমনে,তুই বাচলি কেমনে,How did you survive?
তুই যা এখান থেকে,তুই যা এইহান থাইক্কা,Get out of here.
তুই আমার কাছে এসব কিছু শিখতে চাস ?,তুইন আমার কাসে এইতা কিসু শিখতে চাস ?,Do you want to learn these things from me?
তুই আমার সঙ্গে কী ছবি তোলতে পারবি?,তুইন আমার লগে কী ছবি তুলতে ফারবি?,What pictures can you take with me?
তুই আমার জন্য কী ভালোবাসতে পারবি?,তুইন আমার লাইজ্ঞা কী ভালোবাসতে পারবি?,What can you love for me?
তুই আমার জন্য কোনো সুন্দর উপহার কিনতে পারবি?,তুইন আমার লাইজ্ঞা কুনো সুন্দর উফহার কিনতা পারবি?,Can you buy me a nice present?
তুই কি আমার সঙ্গে বাংলায় কথা বলতে পারবি?,তুইন কিতা আমার লগে বাংলায় কথা কইতে ফারবি?,Can you speak Bengali with me?
তুই কি আমার জন্য কিছু লিখতে পারবি?,তুইন কিতা আমার লাইজ্ঞা কিসু লিখতে ফারবি?,Can you write something for me?
তুই কি এই স্কুলে পড়তে আসতে চাস ?,তুইন কিতা এই ইস্কুলে ফড়তে আইতে চাস ?,Do you want to come to study in this school?
তুই কি এই গানটি শুনতে ভালোবাসবি?,তুইন কিতা এই গানডা হুনতে ভালবাসবি?,Do you like to listen to this song?
তুই কি এই বইটি পড়তে পারিস?,তুইন কিতা এই বইডা পড়তে হারস?,can you read this book
তুই কি এই সিনেমা দেখতে চাস ?,তুইন কিতা এই সিনেমা দেখতে চাস ?,Do you want to see this movie?
তুই কি কখনো কবিতা লিখতে পারিস?,তুইন কিতা কহনো কবিতা লিখতে পারিস?,Can you ever write a poem?
তুই কি কখনো বাংলাদেশে ঘুরতে গিয়েছিলি?,তুইন কিতা কহনো বাংলাদেশে ঘুরতে গেসিলি?,Have you ever visited Bangladesh?
তোমাদের জন্মটায় পিওর ভেজাল আছে,তুমগর জন্মে পিওর ভেজাল আছে,There's something impure about your birth.
তোমরা অ্যাম্বুলেন্স ভাঙলে কেনো?,তুমরা অ্যাম্বুলেন্স ভাঙছ কে?,Why did you break the ambulance?
তোমারা অনেক অনেক ভালো,তুমরা বিরাট বিরাট ভালা,You are all very good.
তোমার এত ঘুম আসে কেন,তুমার এত্তো ঘুম আয় কেরে?,Why are you so sleepy?
তোমার এত ঘুম কেন,তুমার এত্তো ঘুম কেরে?,Why are you so sleepy?
তোমার কাজ নেই,তুমার কাম নাই?,You have no work.
তোমার কি পড়াশুনা একদমই ভালো লাগে না,তুমার কি পড়াশুনা এক্কেরেই ভালা লাগে না?,Do you not enjoy studying at all?
তোমার কি পড়াশুনা ভালো লাগে না,তুমার কি পড়াশুনা ভালা লাগে না?,Do you not enjoy studying?
তোমার কি পড়াশুনা ভালো লাগে,তুমার কি পড়াশুনা ভালা লাগে?,Do you enjoy studying?
তোমার ঘুম আসে কেন,তুমার ঘুম আয় কেরে?,Why do you sleep?
তোমার নাম কি সামি,তুমার নামডা কি সামি?,"What is your name, Sami?"
তোমার পছন্দের বেশ কয়েকটি বই কিনেছি,তুমার পসন্দের অনেক কয়ডা বই কিনসি,I have bought several books that you like.
তোমার বয়স কত,তুমার বয়স কতো,How old are you?
তুমি এক সন্ধ্যায় অফিস থেকে বাসায় ফিরে দেখবে আমি আর নেই,তুমি  এক সন্ধ্যায় অফিস থাইক্কা বাসায় ফিরা দেখবা আমি আর নাই,"One evening, when you return home from the office, you will find that I am no longer here."
তুমি কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,তুমি  কহনই পারতা না অন্য কারও ভালোবাসারে ছিনায়া নিতে,You will never be able to steal someone else's love.
তুমি জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,তুমি  জোর কইরা অন্যের ভাল লাগার মানুষ হইতে পারবা না,You cannot force yourself to be someone else's favorite person.
তুমি অল্প কথা বলো,তুমি অল্প কথা কও,You speak little
তুমি আমার কাছে ধরা পড়ার পরেও পরকীয়া করার কথা স্বীকার করছ না,তুমি আমার  কাসে ধরা পড়নের পরেও পরকীয়া করনের কথা স্বীকার করতাসো না,"Even after being caught by me, you are not admitting to having an affair."
তুমি আমার কাছে ক্ষমা চাও,তুমি আমার কাসে  মাফ চাও,Apologize to me.
তুমি আমার জীবনের আলো,তুমি আমার জীবনের আলো,You are the light of my life
তুমি আমার প্রথম বন্ধু,তুমি আমার প্রথম বন্ধু,you are my first friend
তুমি আমার মনের কথা একদমই বুঝো না,তুমি আমার মনের কথা এক্কেরেই বুঝো না,You don't understand my feelings at all.
তুমি আমার সাথে আর কথা বলবা না,তুমি আমার লগে আর কথা কইবা না,You don't talk to me anymore
তুমি আমাকে আর কত অবাক করবা,তুমি আমারে আর কত অবাক করবা,How much more will you surprise me?
তুমি আমাকে চিনো,তুমি আমারে চিনো?,You know me.
তুমি আমাকে দোষ দিচ্ছ কেন ?,তুমি আমারে দোষ দিতাসো কেরে ?,Why do you blame me?
তুমি আমাকে দয়া করে আর বিরক্ত করো না,তুমি আমারে দয়া কইরা আর বিরক্ত কইরোনা,Please do not bother me anymore.
তুমি আমাকে বিরক্ত করো না,তুমি আমারে বিরক্ত কইরো না,You don't bother me.
তুমি আর আমার নেই আমি এটা মানতে পারছি না,তুমি আর আমার নাই আমি এইডা মানতে পারতাসি না,I can't accept that you are no longer mine
তুমি এখানে থাকলে আমি খুশি,তুমি এইহানে থাকলে আমি খুশি,I'm glad you're here
তুমি একজন ভালো মেয়ে মানুষ,তুমি একজন  ভালা মাইয়া মানুষ,You are a good person (female).
তুমি একটা বোকা মেয়ে,তুমি একটা বেক্কল মাইয়া,you are a stupid girl
তুমি একদমই না বুঝে বেশী কথা বলো,তুমি এক্কেরেই না বুইজ্ঝা বেশী কথা কও,You talk a lot without understanding anything.
তুমি এত অমনোযোগী হলে পরিক্ষায় ভালো ফলাফল করবে না,তুমি এত অমনোযোগী হইলে পরিক্ষায় ভাল ফলাফল করতা না,"If you are so inattentive, you won't do well in the exam."
তুমি এত গরীব আগে কেন বলোনি,তুমি এত গরিব আগে কেন কও নাই,Why didn't you tell me you were so poor before?
তুমি এত ঘুমায় কেন ?,তুমি এত ঘুমাও কেরে ?,Why do you sleep so much?
তুমি এতো কিছু বুঝো কিভাবে,তুমি এতো কিসু বুঝো কেমনে,How do you understand so much?
তুমি এত ঘুমাও কেন,তুমি এতো ঘুমাও কেরে?,Why do you sleep so much?
তুমি কোথায়,তুমি কই,Where are you?
তুমি কোথায় থাক,তুমি কই থাহো?,Where do you live?
তুমি কোথায় যাচ্ছ,তুমি কই যাইতাসো?,Where are you going?
তুমি কোথায়,তুমি কই?,Where are you?
তুমি কোথা থেকে আসছ,তুমি কইত্তে আইসো?,Where are you coming from?
তুমি বলছো যে থাকার সে এমনিই থেকে যাবে,তুমি কইসো যেয় থাকার হেয় এমনেই থাকব,You say that he will stay like that
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,তুমি কারো জীবনে সুখ আইন্না দিবা এই ভাইব্বা তোমার প্রেম করন উচিত,You should love someone with the hope of bringing happiness into their life.
তুমি কি আমায় ঘুরতে নিয়ে যাবে,তুমি কি আমারে ঘুরতে নিয়া যাইবা?,Will you take me for a walk/trip?
তুমি কি আমায় ঘুরতে নিয়ে যাবে?,তুমি কি আমারে ঘুরতে নিয়া যাইবা?,will you take me for a walk
তুমি কি আমাকে চিনো ?,তুমি কি আমারে চিনো?,Do you know me
তুমি কি আমায় ভালবাসো ?,তুমি কি আমারে ভালবাস ?,Do you love me?
তুমি কি এই বইটি পড়তে চাও,তুমি কি এই বইডা পড়তে চাও?,Do you want to read this book?
তুমি কি এখন খেতে বসবা  ?,তুমি কি এহন খাইতে বইবা,Are you going to eat now?
তুমি কি কখনো এখানে আসতে পারবে,তুমি কি কহনো এইহানে আইতে পারবা?,Will you ever be able to come here?
তুমি কি খেতে পছন্দ করো ?,তুমি কি খাইতে পসন্দ করো ?,what do you like to eat
তুমি কি চাও আমি চলে যাই?,তুমি কি চাও আমি চইল্লা যাই?,Do you want me to leave?
তুমি কি চাকরি করছো এখনো,তুমি কি চাকরি করছো এখনো?,Are you still working?
তুমি কি চাকরি করছ,তুমি কি চাকরি করতাসো?,Are you working?
তুমি কি বাইরে বের হবে,তুমি কি বাইরোবা?,Will you go outside?
তুমি কি বিয়েতে রাজি ?,তুমি কি বিয়াতে রাজি ?,Are you willing to marry?
তুমি কি রাতে খেয়েছো ?,তুমি কি রাইতে খাইসো ?,did you eat at night
তুমি কি রাতের বেলা বাইরে বের হবে,তুমি কি রাইতের বেলা বাইরোবা?,Will you go out at night?
তুমি কি সরকারি চাকরি করছ,তুমি কি সরকারি চাকরি করতাসো?,Do you have a government job?
তুমি কিছু ই জানো না,তুমি কিছু ই জানো না,You don't know anything.
তুমি কি আমটি খেয়েছিলে,তুমি কিতা আমডা খাইসলা ?,Did you eat the mango?
তুমি কি আমার বন্ধু হতে চাও,তুমি কিতা আমার বন্ধু হইতে চাও?,Do you want to be my friend?
তুমি কি আমার জন্য অপেক্ষা করতে পারবে,তুমি কিতা আমার লাইজ্ঞা অপেক্ষা করতে পারবা ?,Can you wait for me?
তুমি কি আমার জন্য একটি গান লিখে দিতে পারবে,তুমি কিতা আমার লাইজ্ঞা একটা গান লেইক্ষা দিতে পারবা?,Can you write a song for me?
তুমি কি আমার সাথে প্রেম করবা?,তুমি কিতা আমার সাথে প্রেম করবা?,Will you make love with me?
তুমি কি আমার সাথে যাবে,তুমি কিতা আমার সাথে যাইবা?,Will you come with me?
তুমি কি আমাকে আগে দেখেছো ?,তুমি কিতা আমারে আগে দেখসো ?,have you seen me before
তুমি কি আমাকে এই কাজটি করে দিতে পারবে,তুমি কিতা আমারে এই কামডা কইরা দিতা ফারবা?,Can you do this task for me?
তুমি কি আমাকে এক গ্লাস পানি এনে দিতে পারবে,তুমি কিতা আমারে এক গ্লাস পানি আইন্না দিতে পারবা ?,Could you please get me a glass of water?
তুমি কি আমাকে একটি ছবি তুলে দিতে পারবে,তুমি কিতা আমারে একটা ছবি তুইল্লা দিতা পারবা,Can you take a picture of me?
তুমি কি আমাকে  বোকা মনে করো ?,তুমি কিতা আমারে বেক্কল মনে কর ?,Do you think I'm stupid?
তুমি কি আমায় ভালোবাসো না?,তুমি কিতা আমারে ভালোবাস না?,Don't you love me?
তুমি কি করো ?,তুমি কিতা করো?,what are you doing
তুমি কি কাজ করো,তুমি কিতা কাম করো?,What do you do for work?
তুমি কি খেতে পছন্দ করো,তুমি কিতা খাইবার পসন্দ করো?,What do you like to eat?
তুমি কি খেলতে ভালোবাসো,তুমি কিতা খেলতে ভালবাসো?,Do you like to play?
তুমি কি খেলাধুলায় ভালো,তুমি কিতা খেলাধুলায় ভালা?,Are you good at sports?
তুমি কি গল্প লেখো ?,তুমি কিতা গল্প লেহো ?,Do you write stories?
তুমি কি গিয়েছিলে?,তুমি কিতা গেসিলা?,Did you go?
তুমি কি চাও?,তুমি কিতা চাও?,what do you want
তুমি কি চাকরি করছো?,তুমি কিতা চাকরি করসো?,Are you working?
তুমি কি জামরুল খাও?,তুমি কিতা জামরুল খাও?,Do you eat Jamrul?
তুমি কি তোমার ভুল বুঝতে পেরেছ,তুমি কিতা তোমার ভুল বুঝতে পারসো ?,Have you understood your mistake?
তুমি কি দেখেছো,তুমি কিতা দেখছ?,Have you seen it?
তুমি কি দেখছো ?,তুমি কিতা দেখতাসো ?,are you watching
তুমি কি পড়াশোনা করছো,তুমি কিতা ফড়াশুনা করতাসো?,Are you studying?
তুমি কি বাংলা গান শুনতে পারো,তুমি কিতা বাংলা গান হুনতে ফারো?,Can you listen to Bengali songs?
